id	x0	y0	x1	y1	target
0	0.29031936040450673	0.4339147648538757	0.7630280797737563	0.27098390027541686	1
1	0.5468516425805949	0.18482676643164542	0.05014496129778351	0.1275338980358709	0
2	0.9656024766462498	0.434447797533473	0.9232866755775365	0.9326539526338622	0
3	0.001112959784165762	0.3061602472984276	0.0056117738289024836	0.8061400075609716	0
4	0.5620732526709792	0.6513302309385745	0.6119632392779822	0.15382546790976373	0
5	0.12933519253081116	0.025005087615215638	0.44078307776925507	0.4161575064758192	0
6	0.029972806016106995	0.9934974583881327	0.5296133468413776	0.9745414576540344	0
7	0.8503416499653623	0.50519223010841	0.9749740323809745	0.020974542230934035	0
8	0.48933413059574304	0.9659585476600767	0.06611210411741511	0.699719714460302	0
9	0.9415909009629877	0.2650901667573462	0.9050525508391176	0.7637533285912894	0
10	0.6221450164459715	0.9999800358497486	0.8111080720852205	0.5370621558715845	0
11	0.7052363376026444	0.5761927952917525	0.7920662701191402	0.08378994922038707	2
12	0.4090794652773328	0.16529037873014835	0.9090119967790731	0.17350402263899894	3
13	0.042661531689497816	0.5155909906311594	0.004591852938333536	0.017042397653721397	0
14	0.743929669675289	0.07392793947642848	0.244101604995275	0.08703922309901138	0
15	0.14306479575762523	0.48501463049383375	0.569033384319034	0.7468366340745131	0
16	0.7891192530508345	0.24977861938812146	0.31384988965415184	0.40508165289523596	0
17	0.4258610774176148	0.30993178193203774	0.2565942909475598	0.7804089386549766	0
18	0.26148404329956376	0.5448477199304316	0.3800418512393502	0.05910700084615228	0
19	0.5120836848549345	0.37801443988302397	0.16906602765677733	0.014230318665113262	0
20	0.2837537266576117	0.805434085555427	0.7662860702325054	0.9364399533786689	0
21	0.8207323577000665	0.1402965604667741	0.32206585061091425	0.17678922695614638	0
22	0.19780306759760277	0.670105645450266	0.6974838464999578	0.6879695530725024	0
23	0.3897146518809126	0.5076303481382991	0.08296442174953703	0.9024775291011979	0
24	0.22389132533680706	0.08035979091012524	0.04170712548324	0.5459872356808513	0
25	0.27322063999235957	0.9253550921438811	0.7590863997103696	0.8073107634633343	0
26	0.673005633994989	0.1771541225971453	0.17329930642411842	0.16001976571882032	0
27	0.4572429226045799	0.6275308335181832	0.9167071679153392	0.43031874646210466	0
28	0.9959632827972564	0.5938742799602776	0.6331889616943458	0.937959722762385	0
29	0.10465913366249803	0.27814017107640476	0.1085242157126891	0.7781252319939739	0
