absolute_gain	relative_gain
0.10509771925814959	-1.0
0.10386756476651166	-1.0
0.09749783953108432	-1.0
0.09706158830987277	-1.0
0.09663465037281488	-1.0
0.09535424749209453	-1.0
0.094109215824278	-1.0
0.0931650510481431	-1.0
0.09234516339693855	-1.0
0.09107595700771054	-1.0
0.09092790316192279	-1.0
0.09090981436126166	-1.0
0.09049695269246649	-1.0
0.0899683366712305	-1.0
0.08914585588403467	-1.0
0.08808161832976957	-1.0
0.086602181579646	-1.0
0.08571863385489853	-1.0
0.08551089337953022	-1.0
0.08543156235066784	-1.0
0.08471433213904367	-1.0
0.08438082088475918	-1.0
0.08430169006117638	-1.0
0.08386521581481532	-1.0
0.08375472712059351	-1.0
0.0837285954802004	-1.0
0.08354575353122073	-1.0
0.08320628850917566	-1.0
0.08274542070014856	-1.0
0.08226041212034463	-1.0
0.08187255530678561	-1.0
0.08105883266065178	-1.0
0.08100903523951763	-1.0
0.08078699082819829	-1.0
0.08066051821989428	-1.0
0.08036758695376256	-1.0
0.08026213513210056	-1.0
0.0802286230324537	-1.0
0.07979834469029778	-1.0
0.07961769097093879	-1.0
0.07905141032343099	-1.0
0.07868975416171325	-1.0
0.07716121021576317	-1.0
0.07686833489554584	-1.0
0.076827955583196	-1.0
0.0766072009475916	-1.0
0.07659239834931264	-1.0
0.0761474607686905	-1.0
0.07566196001782688	-1.0
0.0752263793171713	-1.0
0.07479675804777308	-1.0
0.07432468494731914	-1.0
0.07427725260933815	-1.0
0.07342231969976398	-1.0
0.07323150154262914	-1.0
0.07283933922924007	-1.0
0.07280786380995885	-1.0
0.07227472660439971	-1.0
0.07207658199599765	-1.0
0.0718316748471236	-1.0
0.07165317842895913	-1.0
0.07156036960916767	-1.0
0.0715589643476846	-1.0
0.07128175361184397	-1.0
0.07115782497923911	-1.0
0.07092832613955968	-1.0
0.07069772134636237	-1.0
0.07065849222161458	-1.0
0.07060342384603069	-1.0
0.07032588705430509	-1.0
0.06957468564828206	-1.0
0.06951692173373547	-1.0
0.06921606304504646	-1.0
0.06920511922280259	-1.0
0.06911193005071115	-1.0
0.06903990323842057	-1.0
0.0689718115208443	-1.0
0.06853449433249481	-1.0
0.06839160506082897	-1.0
0.06820384727479689	-1.0
0.06786664222249283	-1.0
0.06775694434442403	-1.0
0.06773663973505928	-1.0
0.06745705638069766	-1.0
0.0672870322380077	-1.0
0.06717372908974201	-1.0
0.06716968993115913	-1.0
0.06693918004335098	-1.0
0.06692919869266334	-1.0
0.06679786551430489	-1.0
0.06674997188207332	-1.0
0.06666720997864067	-1.0
0.06661715401888002	-1.0
0.06637448850266447	-1.0
0.06609085614724475	-1.0
0.06584003664173044	-1.0
0.06558046534573603	-1.0
0.0654449640774386	-1.0
0.06533509845196706	-1.0
0.06488723999532975	-1.0
0.06460402692863965	-1.0
0.06423434545133355	-1.0
0.06419944163931912	-1.0
0.06388099841300837	-1.0
0.06362368493427001	-1.0
0.06324751771752768	-1.0
0.063187564847203	-1.0
0.06292250056654602	-1.0
0.06277492884255365	-1.0
0.06272220506862358	-1.0
0.06267046819091238	-1.0
0.06232846193966246	-1.0
