participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p10	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-24 10:16:32.476	2014-03-24 10:17:08.278	2014-03-24 10:16:35.518	2014-03-24 10:17:03.91	2014-03-24 10:16:35.518	2014-03-24 10:16:42.007	2014-03-24 10:16:45.034	2014-03-24 10:16:46.906	2014-03-24 10:16:46.906	2014-03-24 10:17:03.91	7	8	26	11	25	23	0.1933	0.3208	0.3040	0.2727	0.2937	0.5075	0.5464	0	0.0000	0	0	0.0000	0	0	0.0000	0
p10	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-24 10:17:10.352	2014-03-24 10:17:45.281	2014-03-24 10:17:13.8	2014-03-24 10:17:42.816	2014-03-24 10:17:13.8	2014-03-24 10:17:29.494	2014-03-24 10:17:30.773	2014-03-24 10:17:32.645	2014-03-24 10:17:32.645	2014-03-24 10:17:42.816	0	11	12	0	16	12	0.0000	0.5761	0.0000	0.1920	0.1920	0.3187	0.3187	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-24 10:17:47.34	2014-03-24 10:18:13.579	2014-03-24 10:17:49.805	2014-03-24 10:18:11.286	2014-03-24 10:17:49.805	2014-03-24 10:17:58.947	2014-03-24 10:17:59.68	2014-03-24 10:18:01.552	2014-03-24 10:18:01.552	2014-03-24 10:18:11.286	5	13	28	29	13	28	0.1073	0.0000	0.0000	0.0358	0.0358	0.0647	0.0647	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-24 10:18:15.639	2014-03-24 10:18:38.539	2014-03-24 10:18:16.965	2014-03-24 10:18:36.012	2014-03-24 10:18:16.965	2014-03-24 10:18:23.657	2014-03-24 10:18:25.373	2014-03-24 10:18:27.245	2014-03-24 10:18:27.245	2014-03-24 10:18:36.012	0	3	13	29	3	13	0.1326	0.0000	0.0000	0.0442	0.0442	0.0870	0.0870	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-24 10:18:50.005	2014-03-24 10:19:23.889	2014-03-24 10:19:02.891	2014-03-24 10:19:23.764	2014-03-24 10:19:02.891	2014-03-24 10:19:13.171	2014-03-24 10:19:13.92	2014-03-24 10:19:15.792	2014-03-24 10:19:15.792	2014-03-24 10:19:23.764	7	8	26	7	11	23	0.0000	0.3208	0.3040	0.2083	0.2363	0.3908	0.4435	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-24 10:19:25.948	2014-03-24 10:19:54.746	2014-03-24 10:19:26.572	2014-03-24 10:19:53.856	2014-03-24 10:19:26.572	2014-03-24 10:19:42.921	2014-03-24 10:19:43.935	2014-03-24 10:19:45.807	2014-03-24 10:19:45.807	2014-03-24 10:19:53.856	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p10	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-24 10:19:56.805	2014-03-24 10:20:16.835	2014-03-24 10:19:57.881	2014-03-24 10:20:15.15	2014-03-24 10:19:57.881	2014-03-24 10:20:03.903	2014-03-24 10:20:04.574	2014-03-24 10:20:06.446	2014-03-24 10:20:06.446	2014-03-24 10:20:15.15	5	13	28	16	13	28	0.1663	0.0000	0.0000	0.0554	0.0554	0.1005	0.1005	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-24 10:20:18.879	2014-03-24 10:20:40.734	2014-03-24 10:20:19.596	2014-03-24 10:20:39.954	2014-03-24 10:20:19.596	2014-03-24 10:20:30.984	2014-03-24 10:20:31.484	2014-03-24 10:20:33.356	2014-03-24 10:20:33.356	2014-03-24 10:20:39.954	0	3	13	0	3	13	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p10	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-24 10:20:49.112	2014-03-24 10:21:30.109	2014-03-24 10:20:52.45	2014-03-24 10:21:29.984	2014-03-24 10:20:52.45	2014-03-24 10:21:01.732	2014-03-24 10:21:02.418	2014-03-24 10:21:04.29	2014-03-24 10:21:04.29	2014-03-24 10:21:29.984	20	22	28	20	21	0	0.0000	0.3077	0.1250	0.1442	0.1442	0.2686	0.2686	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-24 10:21:32.168	2014-03-24 10:22:00.451	2014-03-24 10:21:34.149	2014-03-24 10:21:57.752	2014-03-24 10:21:34.149	2014-03-24 10:21:46.551	2014-03-24 10:21:48.095	2014-03-24 10:21:49.983	2014-03-24 10:21:49.983	2014-03-24 10:21:57.752	9	13	27	3	13	10	0.7597	0.0000	0.2520	0.3372	0.1794	0.6550	0.3484	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	10	2	on2	2	2	YORDER	0.6	true	M	M	M	M	M	0.6329	0.4711	7.2689	0.0249	1.4952	2014-03-24 10:22:02.494	2014-03-24 10:22:26.471	2014-03-24 10:22:03.742	2014-03-24 10:22:22.821	2014-03-24 10:22:03.742	2014-03-24 10:22:11.012	2014-03-24 10:22:12.369	2014-03-24 10:22:14.241	2014-03-24 10:22:14.241	2014-03-24 10:22:22.821	20	27	28	5	13	28	0.1113	0.3123	0.0000	0.1412	0.1412	0.2748	0.2748	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	11	2	on2	3	3	YORDER	0.6	true	E	E	M	M	M	0.5973	0.4256	4.8502	0.0211	1.2657	2014-03-24 10:22:28.531	2014-03-24 10:22:56.002	2014-03-24 10:22:29.186	2014-03-24 10:22:53.99	2014-03-24 10:22:29.186	2014-03-24 10:22:36.658	2014-03-24 10:22:38.967	2014-03-24 10:22:40.855	2014-03-24 10:22:40.855	2014-03-24 10:22:53.99	6	7	21	5	7	21	0.4863	0.0000	0.0000	0.1621	0.1621	0.3132	0.3132	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	12	3	on3	0	0	MINCROWDING	0.2	true	E	M	M	M	M	0.5809	0.5521	5.2637	0.0224	1.3444	2014-03-24 10:23:08.248	2014-03-24 10:23:33.77	2014-03-24 10:23:11.353	2014-03-24 10:23:30.666	2014-03-24 10:23:11.353	2014-03-24 10:23:18.529	2014-03-24 10:23:19.2	2014-03-24 10:23:21.072	2014-03-24 10:23:21.072	2014-03-24 10:23:30.666	5	12	23	5	26	28	0.0000	0.3347	0.1164	0.1503	0.1503	0.2961	0.2961	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	13	3	on3	1	1	MINCROWDING	0.2	true	E	M	M	M	M	0.6215	0.4980	7.1775	0.0253	1.5193	2014-03-24 10:23:38.528	2014-03-24 10:24:06.0	2014-03-24 10:23:39.183	2014-03-24 10:24:02.802	2014-03-24 10:23:39.183	2014-03-24 10:23:47.529	2014-03-24 10:23:50.79	2014-03-24 10:23:52.662	2014-03-24 10:23:52.662	2014-03-24 10:24:02.802	3	7	21	2	7	21	0.4702	0.8189	0.6211	0.6367	0.1604	1.0502	0.2646	2	0.6667	0	0	0.0000	0	2	0.6667	1
p10	14	3	on3	2	2	MINCROWDING	0.2	true	E	E	E	M	M	0.5397	0.4261	2.3951	0.0142	0.8527	2014-03-24 10:24:10.789	2014-03-24 10:24:29.868	2014-03-24 10:24:11.787	2014-03-24 10:24:28.573	2014-03-24 10:24:11.787	2014-03-24 10:24:20.851	2014-03-24 10:24:21.584	2014-03-24 10:24:23.456	2014-03-24 10:24:23.456	2014-03-24 10:24:28.573	8	9	26	8	9	26	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p10	15	3	on3	3	3	MINCROWDING	0.2	true	E	M	M	H	H	0.5810	0.5337	6.3245	0.0292	1.7509	2014-03-24 10:24:34.626	2014-03-24 10:25:05.358	2014-03-24 10:24:35.234	2014-03-24 10:25:02.737	2014-03-24 10:24:35.234	2014-03-24 10:24:47.199	2014-03-24 10:24:48.806	2014-03-24 10:24:50.678	2014-03-24 10:24:50.678	2014-03-24 10:25:02.737	4	5	28	9	5	14	0.3099	0.0000	0.7261	0.3453	0.2139	0.6886	0.4265	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	16	4	on4	0	0	MINCROWDING	0.6	true	E	E	M	M	M	0.5598	0.4665	7.4230	0.0216	1.2975	2014-03-24 10:25:15.95	2014-03-24 10:25:49.693	2014-03-24 10:25:21.348	2014-03-24 10:25:47.837	2014-03-24 10:25:21.348	2014-03-24 10:25:36.683	2014-03-24 10:25:39.335	2014-03-24 10:25:41.207	2014-03-24 10:25:41.207	2014-03-24 10:25:47.837	7	10	12	7	26	12	0.5010	0.2252	0.5010	0.4091	0.0751	0.8233	0.1511	2	0.6667	0	0	0.0000	0	2	0.6667	1
p10	17	4	on4	1	1	MINCROWDING	0.6	true	E	M	M	M	M	0.6207	0.4797	6.2087	0.0123	0.7367	2014-03-24 10:25:55.262	2014-03-24 10:26:14.825	2014-03-24 10:25:56.479	2014-03-24 10:26:12.407	2014-03-24 10:25:56.479	2014-03-24 10:26:03.312	2014-03-24 10:26:03.468	2014-03-24 10:26:05.34	2014-03-24 10:26:05.34	2014-03-24 10:26:12.407	1	4	18	25	28	18	0.3173	0.1145	0.0000	0.1440	0.1440	0.2417	0.2417	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	18	4	on4	2	2	MINCROWDING	0.6	true	E	M	M	H	H	0.5753	0.5359	4.2108	0.0329	1.9715	2014-03-24 10:26:20.409	2014-03-24 10:26:38.833	2014-03-24 10:26:21.205	2014-03-24 10:26:36.899	2014-03-24 10:26:21.205	2014-03-24 10:26:27.024	2014-03-24 10:26:28.053	2014-03-24 10:26:29.925	2014-03-24 10:26:29.925	2014-03-24 10:26:36.899	17	18	27	29	18	27	0.5732	0.9094	0.9094	0.7973	0.1911	1.3907	0.3332	2	0.6667	0	0	0.0000	0	2	0.6667	1
p10	19	4	on4	3	3	MINCROWDING	0.6	true	E	E	M	H	H	0.5590	0.4348	5.3003	0.0300	1.7973	2014-03-24 10:26:44.402	2014-03-24 10:27:08.77	2014-03-24 10:26:45.884	2014-03-24 10:27:07.662	2014-03-24 10:26:45.884	2014-03-24 10:26:54.043	2014-03-24 10:26:56.555	2014-03-24 10:26:58.427	2014-03-24 10:26:58.427	2014-03-24 10:27:07.662	4	16	19	4	16	19	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p10	25	5	off8	0	0	INIT	0.0	false	H	H	M	H	H	0.7537	0.7243	5.3272	0.0312	1.8747	2014-03-24 10:27:42.372	2014-03-24 10:28:11.482	2014-03-24 10:27:46.038	2014-03-24 10:28:09.048	2014-03-24 10:27:46.038	2014-03-24 10:27:53.947	2014-03-24 10:27:54.524	2014-03-24 10:27:56.396	2014-03-24 10:27:56.396	2014-03-24 10:28:09.048	3	15	21	27	24	17	0.3670	0.1542	0.4692	0.3301	0.3036	0.8026	0.7382	0	0.0000	0	0	0.0000	0	0	0.0000	0
p10	26	5	off8	1	1	INIT	0.0	false	M	H	E	M	M	0.6912	0.6650	3.9440	0.0278	1.6659	2014-03-24 10:28:13.525	2014-03-24 10:28:38.719	2014-03-24 10:28:14.165	2014-03-24 10:28:36.254	2014-03-24 10:28:14.165	2014-03-24 10:28:28.408	2014-03-24 10:28:29.047	2014-03-24 10:28:30.935	2014-03-24 10:28:30.935	2014-03-24 10:28:36.254	5	13	26	5	12	21	0.1275	0.5384	0.4527	0.3728	0.1870	0.6024	0.3022	1	0.3333	0	0	0.0000	0	1	0.3333	1
p10	27	5	off8	2	2	INIT	0.0	false	H	H	M	H	H	0.7617	0.7464	5.0009	0.0313	1.8790	2014-03-24 10:28:40.794	2014-03-24 10:29:04.506	2014-03-24 10:28:41.356	2014-03-24 10:28:56.3	2014-03-24 10:28:41.356	2014-03-24 10:28:47.923	2014-03-24 10:28:48.563	2014-03-24 10:28:50.435	2014-03-24 10:28:50.435	2014-03-24 10:28:56.3	12	14	24	12	17	22	0.0975	0.6086	0.6360	0.4474	0.0982	0.9871	0.2166	1	0.3333	0	0	0.0000	0	1	0.3333	1
p10	28	5	off8	3	3	INIT	0.0	false	H	H	M	H	M	0.7651	0.6808	4.4853	0.0291	1.7468	2014-03-24 10:29:06.565	2014-03-24 10:29:25.847	2014-03-24 10:29:07.205	2014-03-24 10:29:22.181	2014-03-24 10:29:07.205	2014-03-24 10:29:12.337	2014-03-24 10:29:12.993	2014-03-24 10:29:14.865	2014-03-24 10:29:14.865	2014-03-24 10:29:22.181	7	9	17	27	9	28	0.2746	0.0000	0.1846	0.1531	0.1600	0.2994	0.3128	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	29	5	off8	4	4	INIT	0.0	false	M	H	M	M	M	0.7370	0.6570	5.2845	0.0268	1.6093	2014-03-24 10:29:27.906	2014-03-24 10:29:51.213	2014-03-24 10:29:28.468	2014-03-24 10:29:48.529	2014-03-24 10:29:28.468	2014-03-24 10:29:34.489	2014-03-24 10:29:37.968	2014-03-24 10:29:39.84	2014-03-24 10:29:39.84	2014-03-24 10:29:48.529	5	10	11	5	3	13	0.0000	0.4015	0.0851	0.1622	0.1622	0.3397	0.3397	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	30	6	on3	0	0	MINCROWDING	0.2	false	E	M	M	E	E	0.5365	0.4962	4.4976	0.0074	0.4453	2014-03-24 10:30:17.904	2014-03-24 10:30:41.601	2014-03-24 10:30:21.289	2014-03-24 10:30:40.041	2014-03-24 10:30:21.289	2014-03-24 10:30:31.788	2014-03-24 10:30:32.428	2014-03-24 10:30:34.3	2014-03-24 10:30:34.3	2014-03-24 10:30:40.041	0	23	24	0	16	24	0.0000	0.6857	0.0000	0.2286	0.2286	0.3731	0.3731	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	31	6	on3	1	1	MINCROWDING	0.2	false	E	M	M	M	M	0.5734	0.4950	7.0094	0.0239	1.4315	2014-03-24 10:30:46.343	2014-03-24 10:31:09.072	2014-03-24 10:30:48.246	2014-03-24 10:31:07.434	2014-03-24 10:30:48.246	2014-03-24 10:30:58.34	2014-03-24 10:30:59.088	2014-03-24 10:31:00.96	2014-03-24 10:31:00.96	2014-03-24 10:31:07.434	11	16	19	12	16	19	0.2100	0.0000	0.0000	0.0700	0.0700	0.1604	0.1604	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	32	6	on3	2	2	MINCROWDING	0.2	false	E	M	M	M	M	0.5478	0.4727	6.2240	0.0289	1.7323	2014-03-24 10:31:13.846	2014-03-24 10:31:38.26	2014-03-24 10:31:14.564	2014-03-24 10:31:35.327	2014-03-24 10:31:14.564	2014-03-24 10:31:24.891	2014-03-24 10:31:27.543	2014-03-24 10:31:29.415	2014-03-24 10:31:29.415	2014-03-24 10:31:35.327	3	14	18	2	8	18	0.2662	0.1957	0.0000	0.1540	0.1540	0.2866	0.2866	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	33	6	on3	3	3	MINCROWDING	0.2	false	E	M	E	M	M	0.6105	0.5146	3.6866	0.0200	1.2003	2014-03-24 10:31:43.034	2014-03-24 10:32:02.721	2014-03-24 10:31:43.611	2014-03-24 10:32:00.771	2014-03-24 10:31:43.611	2014-03-24 10:31:52.83	2014-03-24 10:31:53.548	2014-03-24 10:31:55.42	2014-03-24 10:31:55.42	2014-03-24 10:32:00.771	13	22	27	13	11	1	0.0000	0.1672	0.1724	0.1132	0.1132	0.1835	0.1835	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	34	6	on3	4	4	MINCROWDING	0.2	false	E	M	M	H	H	0.5878	0.5350	4.8337	0.0301	1.8037	2014-03-24 10:32:07.479	2014-03-24 10:32:34.904	2014-03-24 10:32:10.911	2014-03-24 10:32:33.422	2014-03-24 10:32:10.911	2014-03-24 10:32:21.503	2014-03-24 10:32:22.658	2014-03-24 10:32:24.53	2014-03-24 10:32:24.53	2014-03-24 10:32:33.422	10	11	23	10	0	23	0.0000	0.4626	0.0000	0.1542	0.1542	0.3189	0.3189	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	35	7	off6	0	0	INIT	0.0	false	M	H	M	M	M	0.7212	0.7089	5.1110	0.0227	1.3628	2014-03-24 10:32:51.674	2014-03-24 10:33:16.01	2014-03-24 10:32:54.747	2014-03-24 10:33:15.511	2014-03-24 10:32:54.747	2014-03-24 10:33:01.549	2014-03-24 10:33:07.383	2014-03-24 10:33:09.255	2014-03-24 10:33:09.255	2014-03-24 10:33:15.511	8	20	29	27	20	10	0.5140	0.0000	0.5830	0.3657	0.3192	0.7038	0.6143	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	36	7	off6	1	1	INIT	0.0	false	H	H	M	M	M	0.7521	0.7338	5.0918	0.0260	1.5615	2014-03-24 10:33:18.069	2014-03-24 10:33:41.719	2014-03-24 10:33:18.74	2014-03-24 10:33:41.407	2014-03-24 10:33:18.74	2014-03-24 10:33:29.161	2014-03-24 10:33:30.175	2014-03-24 10:33:32.047	2014-03-24 10:33:32.047	2014-03-24 10:33:41.407	9	18	20	9	24	0	0.0000	0.4585	0.2909	0.2498	0.1591	0.4488	0.2858	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	37	7	off6	2	2	INIT	0.0	false	H	H	M	M	M	0.7480	0.7089	4.9333	0.0281	1.6847	2014-03-24 10:33:43.778	2014-03-24 10:34:10.36	2014-03-24 10:33:44.339	2014-03-24 10:34:08.051	2014-03-24 10:33:44.339	2014-03-24 10:33:58.925	2014-03-24 10:33:59.643	2014-03-24 10:34:01.515	2014-03-24 10:34:01.515	2014-03-24 10:34:08.051	2	6	28	2	24	10	0.0000	0.1245	0.2077	0.1107	0.1107	0.2612	0.2612	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	38	7	off6	3	3	INIT	0.0	false	M	H	M	M	M	0.7336	0.6686	5.3043	0.0271	1.6231	2014-03-24 10:34:12.404	2014-03-24 10:34:36.662	2014-03-24 10:34:15.321	2014-03-24 10:34:08.051	2014-03-24 10:34:15.321	2014-03-24 10:34:21.467	2014-03-24 10:34:22.091	2014-03-24 10:34:23.963	2014-03-24 10:34:23.963	2014-03-24 10:34:08.051	8	20	21	8	13	14	0.0000	0.1110	0.5276	0.2129	0.2129	0.4240	0.4240	1	0.3333	0	1	0.3333	0	0	0.0000	0
p10	39	7	off6	4	4	INIT	0.0	false	M	H	M	M	M	0.7250	0.6772	8.6716	0.0223	1.3405	2014-03-24 10:34:38.705	2014-03-24 10:35:00.187	2014-03-24 10:34:39.252	2014-03-24 10:34:58.518	2014-03-24 10:34:39.252	2014-03-24 10:34:49.407	2014-03-24 10:34:50.125	2014-03-24 10:34:51.997	2014-03-24 10:34:51.997	2014-03-24 10:34:58.518	0	13	17	0	3	17	0.0000	0.2416	0.0000	0.0805	0.0805	0.1553	0.1553	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	40	8	off1	0	0	INIT	0.0	false	M	H	M	M	M	0.7261	0.6293	4.4813	0.0212	1.2708	2014-03-24 10:35:13.01	2014-03-24 10:35:28.392	2014-03-24 10:35:13.977	2014-03-24 10:35:27.44	2014-03-24 10:35:13.977	2014-03-24 10:35:19.11	2014-03-24 10:35:19.562	2014-03-24 10:35:21.434	2014-03-24 10:35:21.434	2014-03-24 10:35:27.44	2	5	22	2	14	22	0.0000	0.2273	0.0000	0.0758	0.0758	0.1466	0.1466	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	41	8	off1	1	1	INIT	0.0	false	M	H	M	M	M	0.6780	0.6844	4.2940	0.0155	0.9294	2014-03-24 10:35:30.451	2014-03-24 10:35:41.043	2014-03-24 10:35:30.888	2014-03-24 10:35:39.982	2014-03-24 10:35:30.888	2014-03-24 10:35:33.742	2014-03-24 10:35:34.148	2014-03-24 10:35:36.02	2014-03-24 10:35:36.02	2014-03-24 10:35:39.982	10	11	28	12	11	28	0.1720	0.0000	0.0000	0.0573	0.0573	0.1443	0.1443	2	0.6667	0	2	0.6667	0	0	0.0000	0
p10	42	8	off1	2	2	INIT	0.0	false	M	M	E	M	M	0.6515	0.5868	3.6988	0.0238	1.4265	2014-03-24 10:35:43.102	2014-03-24 10:35:56.066	2014-03-24 10:35:43.602	2014-03-24 10:35:55.13	2014-03-24 10:35:43.602	2014-03-24 10:35:46.675	2014-03-24 10:35:47.08	2014-03-24 10:35:48.952	2014-03-24 10:35:48.952	2014-03-24 10:35:55.13	0	9	14	21	17	14	0.2337	0.1678	0.0000	0.1338	0.1338	0.2643	0.2643	1	0.3333	0	1	0.3333	0	0	0.0000	0
