participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p03	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-19 11:16:39.311	2014-03-19 11:17:13.148	2014-03-19 11:16:41.402	2014-03-19 11:17:10.465	2014-03-19 11:16:41.402	2014-03-19 11:16:47.392	2014-03-19 11:16:50.746	2014-03-19 11:16:52.618	2014-03-19 11:16:52.618	2014-03-19 11:17:10.465	7	8	26	0	8	15	0.5822	0.0000	0.2751	0.2858	0.2858	0.5317	0.5317	1	0.3333	0	1	0.3333	0	0	0.0000	0
p03	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-19 11:17:15.191	2014-03-19 11:17:44.363	2014-03-19 11:17:23.943	2014-03-19 11:17:42.398	2014-03-19 11:17:23.943	2014-03-19 11:17:27.999	2014-03-19 11:17:32.648	2014-03-19 11:17:34.52	2014-03-19 11:17:34.52	2014-03-19 11:17:42.398	0	11	12	8	11	12	0.8182	0.0000	0.0000	0.2727	0.2727	0.4526	0.4526	2	0.6667	0	2	0.6667	0	0	0.0000	0
p03	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-19 11:17:46.407	2014-03-19 11:18:09.152	2014-03-19 11:17:48.092	2014-03-19 11:18:07.42	2014-03-19 11:17:48.092	2014-03-19 11:17:52.772	2014-03-19 11:17:55.549	2014-03-19 11:17:57.421	2014-03-19 11:17:57.421	2014-03-19 11:18:07.42	5	13	28	5	13	28	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p03	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-19 11:18:11.211	2014-03-19 11:18:41.522	2014-03-19 11:18:22.396	2014-03-19 11:18:41.288	2014-03-19 11:18:22.396	2014-03-19 11:18:29.775	2014-03-19 11:18:31.631	2014-03-19 11:18:33.503	2014-03-19 11:18:33.503	2014-03-19 11:18:41.288	0	3	13	29	3	24	0.1326	0.0000	0.3539	0.1621	0.1621	0.3192	0.3192	1	0.3333	0	1	0.3333	0	0	0.0000	0
p03	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-19 11:19:41.114	2014-03-19 11:20:00.598	2014-03-19 11:19:47.354	2014-03-19 11:20:00.52	2014-03-19 11:19:47.354	2014-03-19 11:19:50.318	2014-03-19 11:19:52.284	2014-03-19 11:19:54.156	2014-03-19 11:19:54.156	2014-03-19 11:20:00.52	7	8	26	2	8	16	0.6328	0.0000	0.6460	0.4263	0.1982	0.7998	0.3719	1	0.3333	0	1	0.3333	0	0	0.0000	0
p03	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-19 11:20:02.642	2014-03-19 11:20:26.838	2014-03-19 11:20:04.982	2014-03-19 11:20:24.31	2014-03-19 11:20:04.982	2014-03-19 11:20:11.066	2014-03-19 11:20:13.546	2014-03-19 11:20:15.418	2014-03-19 11:20:15.418	2014-03-19 11:20:24.31	0	11	12	0	16	12	0.0000	0.5761	0.0000	0.1920	0.1920	0.3159	0.3159	2	0.6667	0	2	0.6667	0	0	0.0000	0
p03	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-19 11:20:28.897	2014-03-19 11:20:45.371	2014-03-19 11:20:31.284	2014-03-19 11:20:44.029	2014-03-19 11:20:31.284	2014-03-19 11:20:34.466	2014-03-19 11:20:35.449	2014-03-19 11:20:37.321	2014-03-19 11:20:37.321	2014-03-19 11:20:44.029	5	13	28	5	23	2	0.0000	0.2948	0.2463	0.1804	0.1880	0.3272	0.3410	1	0.3333	0	1	0.3333	0	0	0.0000	0
p03	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-19 11:20:47.43	2014-03-19 11:21:08.24	2014-03-19 11:20:49.52	2014-03-19 11:21:06.431	2014-03-19 11:20:49.52	2014-03-19 11:20:54.231	2014-03-19 11:20:57.554	2014-03-19 11:20:59.426	2014-03-19 11:20:59.426	2014-03-19 11:21:06.431	0	3	13	1	4	10	0.2900	0.4561	0.2305	0.3255	0.3664	0.6378	0.7178	0	0.0000	0	0	0.0000	0	0	0.0000	0
p03	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-19 11:21:18.552	2014-03-19 11:21:36.117	2014-03-19 11:21:19.815	2014-03-19 11:21:35.072	2014-03-19 11:21:19.815	2014-03-19 11:21:23.887	2014-03-19 11:21:24.807	2014-03-19 11:21:26.679	2014-03-19 11:21:26.679	2014-03-19 11:21:35.072	20	22	28	19	21	6	0.4739	0.3077	0.5564	0.4460	0.3738	0.8305	0.6961	0	0.0000	0	0	0.0000	0	0	0.0000	0
p03	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-19 11:21:38.161	2014-03-19 11:21:59.767	2014-03-19 11:21:41.219	2014-03-19 11:21:57.318	2014-03-19 11:21:41.219	2014-03-19 11:21:47.989	2014-03-19 11:21:48.488	2014-03-19 11:21:50.36	2014-03-19 11:21:50.36	2014-03-19 11:21:57.318	9	13	27	9	22	27	0.7734	0.4368	0.0000	0.4034	0.1990	0.7835	0.3866	2	0.6667	0	1	0.3333	0	1	0.3333	1
