participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p11	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-24 12:16:53.201	2014-03-24 12:17:19.955	2014-03-24 12:17:02.53	2014-03-24 12:17:19.815	2014-03-24 12:17:02.53	2014-03-24 12:17:06.056	2014-03-24 12:17:07.569	2014-03-24 12:17:09.441	2014-03-24 12:17:09.441	2014-03-24 12:17:19.815	7	8	26	7	13	27	0.0000	0.6166	0.4853	0.3673	0.3673	0.6834	0.6834	1	0.3333	0	1	0.3333	0	0	0.0000	0
p11	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-24 12:17:22.015	2014-03-24 12:17:39.331	2014-03-24 12:17:23.138	2014-03-24 12:17:35.992	2014-03-24 12:17:23.138	2014-03-24 12:17:25.509	2014-03-24 12:17:26.476	2014-03-24 12:17:28.348	2014-03-24 12:17:28.348	2014-03-24 12:17:35.992	0	11	12	0	25	12	0.0000	0.7243	0.0000	0.2414	0.2414	0.4006	0.4006	2	0.6667	0	2	0.6667	0	0	0.0000	0
p11	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-24 12:17:41.39	2014-03-24 12:18:00.672	2014-03-24 12:17:47.177	2014-03-24 12:17:58.815	2014-03-24 12:17:47.177	2014-03-24 12:17:50.547	2014-03-24 12:17:51.374	2014-03-24 12:17:53.261	2014-03-24 12:17:53.261	2014-03-24 12:17:58.815	5	13	28	16	13	28	0.1663	0.0000	0.0000	0.0554	0.0554	0.1003	0.1003	2	0.6667	0	2	0.6667	0	0	0.0000	0
p11	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-24 12:18:02.746	2014-03-24 12:18:15.772	2014-03-24 12:18:03.823	2014-03-24 12:18:15.632	2014-03-24 12:18:03.823	2014-03-24 12:18:06.88	2014-03-24 12:18:07.551	2014-03-24 12:18:09.423	2014-03-24 12:18:09.423	2014-03-24 12:18:15.632	0	3	13	16	3	13	0.0843	0.0000	0.0000	0.0281	0.0281	0.0553	0.0553	2	0.6667	0	2	0.6667	0	0	0.0000	0
p11	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-24 12:18:23.775	2014-03-24 12:18:33.728	2014-03-24 12:18:24.54	2014-03-24 12:18:32.199	2014-03-24 12:18:24.54	2014-03-24 12:18:25.928	2014-03-24 12:18:26.256	2014-03-24 12:18:28.128	2014-03-24 12:18:28.128	2014-03-24 12:18:32.199	7	8	26	7	25	1	0.0000	0.1091	0.2135	0.1075	0.1075	0.2018	0.2018	1	0.3333	0	1	0.3333	0	0	0.0000	0
p11	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-24 12:18:35.803	2014-03-24 12:18:44.57	2014-03-24 12:18:35.928	2014-03-24 12:18:43.525	2014-03-24 12:18:35.928	2014-03-24 12:18:37.254	2014-03-24 12:18:37.566	2014-03-24 12:18:39.438	2014-03-24 12:18:39.438	2014-03-24 12:18:43.525	0	11	12	0	10	12	0.0000	0.4537	0.0000	0.1512	0.1512	0.2488	0.2488	2	0.6667	0	2	0.6667	0	0	0.0000	0
p11	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-24 12:18:46.614	2014-03-24 12:18:57.409	2014-03-24 12:18:47.05	2014-03-24 12:18:56.145	2014-03-24 12:18:47.05	2014-03-24 12:18:48.517	2014-03-24 12:18:49.032	2014-03-24 12:18:50.904	2014-03-24 12:18:50.904	2014-03-24 12:18:56.145	5	13	28	29	13	28	0.1073	0.0000	0.0000	0.0358	0.0358	0.0649	0.0649	2	0.6667	0	2	0.6667	0	0	0.0000	0
p11	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-24 12:18:59.452	2014-03-24 12:19:11.059	2014-03-24 12:19:00.279	2014-03-24 12:19:09.109	2014-03-24 12:19:00.279	2014-03-24 12:19:02.307	2014-03-24 12:19:02.619	2014-03-24 12:19:04.491	2014-03-24 12:19:04.491	2014-03-24 12:19:09.109	0	3	13	28	3	13	0.3428	0.5118	0.5118	0.4554	0.1143	0.8923	0.2239	2	0.6667	0	0	0.0000	0	2	0.6667	1
p11	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-24 12:19:18.547	2014-03-24 12:19:29.872	2014-03-24 12:19:19.062	2014-03-24 12:19:28.016	2014-03-24 12:19:19.062	2014-03-24 12:19:20.154	2014-03-24 12:19:20.341	2014-03-24 12:19:22.213	2014-03-24 12:19:22.213	2014-03-24 12:19:28.016	20	22	28	20	22	28	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p11	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-24 12:19:31.916	2014-03-24 12:19:42.384	2014-03-24 12:19:32.462	2014-03-24 12:19:41.104	2014-03-24 12:19:32.462	2014-03-24 12:19:33.96	2014-03-24 12:19:34.49	2014-03-24 12:19:36.362	2014-03-24 12:19:36.362	2014-03-24 12:19:41.104	9	13	27	18	13	6	0.1717	0.0000	0.5909	0.2542	0.2542	0.4938	0.4938	1	0.3333	0	1	0.3333	0	0	0.0000	0
