participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p18	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-26 14:13:07.89	2014-03-26 14:13:28.669	2014-03-26 14:13:09.294	2014-03-26 14:13:27.016	2014-03-26 14:13:09.294	2014-03-26 14:13:12.851	2014-03-26 14:13:14.707	2014-03-26 14:13:16.579	2014-03-26 14:13:16.579	2014-03-26 14:13:27.016	7	8	26	2	25	26	0.3000	0.1091	0.0000	0.1364	0.1364	0.2538	0.2538	1	0.3333	0	1	0.3333	0	0	0.0000	0
p18	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-26 14:13:30.728	2014-03-26 14:13:49.105	2014-03-26 14:13:31.93	2014-03-26 14:13:47.92	2014-03-26 14:13:31.93	2014-03-26 14:13:35.315	2014-03-26 14:13:36.547	2014-03-26 14:13:38.419	2014-03-26 14:13:38.419	2014-03-26 14:13:47.92	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p18	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-26 14:13:51.164	2014-03-26 14:14:12.614	2014-03-26 14:13:53.239	2014-03-26 14:14:10.508	2014-03-26 14:13:53.239	2014-03-26 14:13:57.857	2014-03-26 14:13:59.479	2014-03-26 14:14:01.336	2014-03-26 14:14:01.336	2014-03-26 14:14:10.508	5	13	28	29	7	28	0.1073	0.1241	0.0967	0.1094	0.1074	0.1978	0.1942	1	0.3333	0	0	0.0000	0	1	0.3333	1
p18	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-26 14:14:14.658	2014-03-26 14:14:32.021	2014-03-26 14:14:15.61	2014-03-26 14:14:30.648	2014-03-26 14:14:15.61	2014-03-26 14:14:18.324	2014-03-26 14:14:19.712	2014-03-26 14:14:21.584	2014-03-26 14:14:21.584	2014-03-26 14:14:30.648	0	3	13	7	3	13	0.1398	0.0000	0.0000	0.0466	0.0466	0.0918	0.0918	2	0.6667	0	2	0.6667	0	0	0.0000	0
p18	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-26 14:14:49.321	2014-03-26 14:15:07.09	2014-03-26 14:14:50.367	2014-03-26 14:15:06.903	2014-03-26 14:14:50.367	2014-03-26 14:14:55.546	2014-03-26 14:14:56.856	2014-03-26 14:14:58.728	2014-03-26 14:14:58.728	2014-03-26 14:15:06.903	7	8	26	2	8	26	0.3000	0.0000	0.0000	0.1000	0.1000	0.1877	0.1877	2	0.6667	0	2	0.6667	0	0	0.0000	0
p18	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-26 14:15:09.133	2014-03-26 14:15:23.61	2014-03-26 14:15:10.054	2014-03-26 14:15:23.454	2014-03-26 14:15:10.054	2014-03-26 14:15:14.172	2014-03-26 14:15:14.843	2014-03-26 14:15:16.715	2014-03-26 14:15:16.715	2014-03-26 14:15:23.454	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p18	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-26 14:15:25.669	2014-03-26 14:15:42.424	2014-03-26 14:15:26.387	2014-03-26 14:15:41.41	2014-03-26 14:15:26.387	2014-03-26 14:15:29.257	2014-03-26 14:15:30.755	2014-03-26 14:15:32.627	2014-03-26 14:15:32.627	2014-03-26 14:15:41.41	5	13	28	5	13	28	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p18	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-26 14:15:44.467	2014-03-26 14:16:02.595	2014-03-26 14:15:45.341	2014-03-26 14:16:01.315	2014-03-26 14:15:45.341	2014-03-26 14:15:47.775	2014-03-26 14:15:48.679	2014-03-26 14:15:50.551	2014-03-26 14:15:50.551	2014-03-26 14:16:01.315	0	3	13	7	3	13	0.1398	0.0000	0.0000	0.0466	0.0466	0.0913	0.0913	2	0.6667	0	2	0.6667	0	0	0.0000	0
p18	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-26 14:16:18.46	2014-03-26 14:16:35.09	2014-03-26 14:16:18.819	2014-03-26 14:16:34.341	2014-03-26 14:16:18.819	2014-03-26 14:16:23.67	2014-03-26 14:16:25.106	2014-03-26 14:16:26.978	2014-03-26 14:16:26.978	2014-03-26 14:16:34.341	20	22	28	20	22	28	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p18	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-26 14:16:37.133	2014-03-26 14:16:58.396	2014-03-26 14:16:40.986	2014-03-26 14:16:57.023	2014-03-26 14:16:40.986	2014-03-26 14:16:44.543	2014-03-26 14:16:45.651	2014-03-26 14:16:47.523	2014-03-26 14:16:47.523	2014-03-26 14:16:57.023	9	13	27	18	13	27	0.4160	0.0000	0.5178	0.3112	0.0572	0.6045	0.1112	2	0.6667	0	1	0.3333	0	1	0.3333	1
p18	10	2	on2	2	2	YORDER	0.6	true	M	M	M	M	M	0.6329	0.4711	7.2689	0.0249	1.4952	2014-03-26 14:17:00.44	2014-03-26 14:17:16.118	2014-03-26 14:17:01.142	2014-03-26 14:17:14.37	2014-03-26 14:17:01.142	2014-03-26 14:17:04.199	2014-03-26 14:17:05.354	2014-03-26 14:17:07.226	2014-03-26 14:17:07.226	2014-03-26 14:17:14.37	20	27	28	3	27	28	0.5852	0.0000	0.0000	0.1951	0.1951	0.3797	0.3797	2	0.6667	0	2	0.6667	0	0	0.0000	0
p18	11	2	on2	3	3	YORDER	0.6	true	E	E	M	M	M	0.5973	0.4256	4.8502	0.0211	1.2657	2014-03-26 14:17:18.177	2014-03-26 14:17:40.329	2014-03-26 14:17:21.25	2014-03-26 14:17:39.206	2014-03-26 14:17:21.25	2014-03-26 14:17:26.538	2014-03-26 14:17:27.864	2014-03-26 14:17:29.736	2014-03-26 14:17:29.736	2014-03-26 14:17:39.206	6	7	21	6	7	21	0.0000	0.4411	0.4411	0.2940	0.0000	0.5682	0.0000	3	1.0000	1	1	0.3333	0	2	0.6667	1
p18	12	3	on3	0	0	MINCROWDING	0.2	true	E	M	M	M	M	0.5809	0.5521	5.2637	0.0224	1.3444	2014-03-26 14:17:51.623	2014-03-26 14:18:16.303	2014-03-26 14:17:57.302	2014-03-26 14:18:15.679	2014-03-26 14:17:57.302	2014-03-26 14:18:04.493	2014-03-26 14:18:05.726	2014-03-26 14:18:07.598	2014-03-26 14:18:07.598	2014-03-26 14:18:15.679	5	12	23	5	12	23	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p18	13	3	on3	1	1	MINCROWDING	0.2	true	E	M	M	M	M	0.6215	0.4980	7.1775	0.0253	1.5193	2014-03-26 14:18:21.061	2014-03-26 14:18:36.583	2014-03-26 14:18:22.433	2014-03-26 14:18:36.333	2014-03-26 14:18:22.433	2014-03-26 14:18:24.586	2014-03-26 14:18:25.475	2014-03-26 14:18:27.347	2014-03-26 14:18:27.347	2014-03-26 14:18:36.333	3	7	21	3	13	21	0.0000	0.0839	0.0000	0.0280	0.0280	0.0461	0.0461	2	0.6667	0	2	0.6667	0	0	0.0000	0
p18	14	3	on3	2	2	MINCROWDING	0.2	true	E	E	E	M	M	0.5397	0.4261	2.3951	0.0142	0.8527	2014-03-26 14:18:41.325	2014-03-26 14:18:56.239	2014-03-26 14:18:42.183	2014-03-26 14:18:55.63	2014-03-26 14:18:42.183	2014-03-26 14:18:44.211	2014-03-26 14:18:46.629	2014-03-26 14:18:48.501	2014-03-26 14:18:48.501	2014-03-26 14:18:55.63	8	9	26	8	9	26	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p18	15	3	on3	3	3	MINCROWDING	0.2	true	E	M	M	H	H	0.5810	0.5337	6.3245	0.0292	1.7509	2014-03-26 14:19:00.997	2014-03-26 14:19:18.609	2014-03-26 14:19:01.964	2014-03-26 14:19:16.862	2014-03-26 14:19:01.964	2014-03-26 14:19:05.099	2014-03-26 14:19:06.519	2014-03-26 14:19:08.391	2014-03-26 14:19:08.391	2014-03-26 14:19:16.862	4	5	28	13	5	28	0.7222	0.0000	0.0000	0.2407	0.2407	0.4800	0.4800	2	0.6667	0	2	0.6667	0	0	0.0000	0
p18	16	4	on4	0	0	MINCROWDING	0.6	true	E	E	M	M	M	0.5598	0.4665	7.4230	0.0216	1.2975	2014-03-26 14:19:31.229	2014-03-26 14:19:47.921	2014-03-26 14:19:31.651	2014-03-26 14:19:46.767	2014-03-26 14:19:31.651	2014-03-26 14:19:36.175	2014-03-26 14:19:38.296	2014-03-26 14:19:40.168	2014-03-26 14:19:40.168	2014-03-26 14:19:46.767	7	10	12	7	2	12	0.0000	0.7761	0.0000	0.2587	0.2587	0.5207	0.5207	2	0.6667	0	2	0.6667	0	0	0.0000	0
p18	17	4	on4	1	1	MINCROWDING	0.6	true	E	M	M	M	M	0.6207	0.4797	6.2087	0.0123	0.7367	2014-03-26 14:19:53.444	2014-03-26 14:20:12.679	2014-03-26 14:19:54.208	2014-03-26 14:20:12.055	2014-03-26 14:19:54.208	2014-03-26 14:19:57.484	2014-03-26 14:19:59.855	2014-03-26 14:20:01.727	2014-03-26 14:20:01.727	2014-03-26 14:20:12.055	1	4	18	1	4	18	0.0000	0.2014	0.2014	0.1343	0.0000	0.2254	0.0000	3	1.0000	1	1	0.3333	0	2	0.6667	1
