participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p14	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-25 13:50:59.008	2014-03-25 13:51:23.547	2014-03-25 13:51:01.801	2014-03-25 13:51:23.329	2014-03-25 13:51:01.801	2014-03-25 13:51:05.389	2014-03-25 13:51:10.053	2014-03-25 13:51:11.909	2014-03-25 13:51:11.909	2014-03-25 13:51:23.329	7	8	26	7	0	23	0.0000	0.3208	0.8816	0.4008	0.3569	0.7457	0.6641	1	0.3333	0	1	0.3333	0	0	0.0000	0
p14	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-25 13:51:25.591	2014-03-25 13:51:47.368	2014-03-25 13:51:27.634	2014-03-25 13:51:45.527	2014-03-25 13:51:27.634	2014-03-25 13:51:35.637	2014-03-25 13:51:37.057	2014-03-25 13:51:38.929	2014-03-25 13:51:38.929	2014-03-25 13:51:45.527	0	11	12	4	11	12	0.1912	0.0000	0.0000	0.0637	0.0637	0.1058	0.1058	2	0.6667	0	2	0.6667	0	0	0.0000	0
p14	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-25 13:51:49.428	2014-03-25 13:52:08.288	2014-03-25 13:51:50.488	2014-03-25 13:52:04.981	2014-03-25 13:51:50.488	2014-03-25 13:51:53.312	2014-03-25 13:51:54.716	2014-03-25 13:51:56.588	2014-03-25 13:51:56.588	2014-03-25 13:52:04.981	5	13	28	29	13	7	0.1073	0.0000	0.0967	0.0680	0.0680	0.1230	0.1230	1	0.3333	0	1	0.3333	0	0	0.0000	0
p14	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-25 13:52:10.332	2014-03-25 13:52:27.96	2014-03-25 13:52:11.19	2014-03-25 13:52:24.231	2014-03-25 13:52:11.19	2014-03-25 13:52:14.263	2014-03-25 13:52:15.37	2014-03-25 13:52:17.242	2014-03-25 13:52:17.242	2014-03-25 13:52:24.231	0	3	13	0	3	13	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p14	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-25 13:52:37.819	2014-03-25 13:53:00.22	2014-03-25 13:52:43.279	2014-03-25 13:52:57.88	2014-03-25 13:52:43.279	2014-03-25 13:52:47.678	2014-03-25 13:52:48.567	2014-03-25 13:52:50.439	2014-03-25 13:52:50.439	2014-03-25 13:52:57.88	7	8	26	16	25	20	0.6328	0.1091	0.1067	0.2829	0.2829	0.5308	0.5308	0	0.0000	0	0	0.0000	0	0	0.0000	0
p14	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-25 13:53:02.264	2014-03-25 13:53:17.068	2014-03-25 13:53:03.028	2014-03-25 13:53:15.103	2014-03-25 13:53:03.028	2014-03-25 13:53:05.556	2014-03-25 13:53:05.992	2014-03-25 13:53:07.864	2014-03-25 13:53:07.864	2014-03-25 13:53:15.103	0	11	12	18	11	12	0.4377	0.0000	0.0000	0.1459	0.1459	0.2400	0.2400	2	0.6667	0	2	0.6667	0	0	0.0000	0
p14	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-25 13:53:19.128	2014-03-25 13:53:35.617	2014-03-25 13:53:19.783	2014-03-25 13:53:33.043	2014-03-25 13:53:19.783	2014-03-25 13:53:23.527	2014-03-25 13:53:24.244	2014-03-25 13:53:26.116	2014-03-25 13:53:26.116	2014-03-25 13:53:33.043	5	13	28	29	6	28	0.1073	0.1677	0.0000	0.0917	0.0917	0.1662	0.1662	1	0.3333	0	1	0.3333	0	0	0.0000	0
p14	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-25 13:53:37.66	2014-03-25 13:53:51.467	2014-03-25 13:53:38.331	2014-03-25 13:53:50.016	2014-03-25 13:53:38.331	2014-03-25 13:53:40.905	2014-03-25 13:53:42.138	2014-03-25 13:53:44.01	2014-03-25 13:53:44.01	2014-03-25 13:53:50.016	0	3	13	8	3	13	0.1900	0.0000	0.0000	0.0633	0.0633	0.1241	0.1241	2	0.6667	0	2	0.6667	0	0	0.0000	0
p14	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-25 13:53:59.516	2014-03-25 13:54:16.879	2014-03-25 13:54:00.764	2014-03-25 13:54:14.321	2014-03-25 13:54:00.764	2014-03-25 13:54:04.243	2014-03-25 13:54:05.413	2014-03-25 13:54:07.285	2014-03-25 13:54:07.285	2014-03-25 13:54:14.321	20	22	28	20	22	19	0.0000	0.0000	0.5564	0.1855	0.1855	0.3454	0.3454	2	0.6667	0	2	0.6667	0	0	0.0000	0
p14	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-25 13:54:18.938	2014-03-25 13:54:33.29	2014-03-25 13:54:19.781	2014-03-25 13:54:31.137	2014-03-25 13:54:19.781	2014-03-25 13:54:22.448	2014-03-25 13:54:23.369	2014-03-25 13:54:25.241	2014-03-25 13:54:25.241	2014-03-25 13:54:31.137	9	13	27	10	13	27	0.7597	0.0000	0.0000	0.2532	0.2532	0.4919	0.4919	2	0.6667	0	2	0.6667	0	0	0.0000	0
