participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p17	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-26 13:04:10.263	2014-03-26 13:04:50.792	2014-03-26 13:04:14.148	2014-03-26 13:04:50.636	2014-03-26 13:04:14.148	2014-03-26 13:04:18.844	2014-03-26 13:04:29.764	2014-03-26 13:04:31.636	2014-03-26 13:04:31.636	2014-03-26 13:04:50.636	7	8	26	2	18	24	0.3000	0.2836	0.4141	0.3326	0.3326	0.6188	0.6188	0	0.0000	0	0	0.0000	0	0	0.0000	0
p17	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-26 13:04:52.852	2014-03-26 13:05:27.047	2014-03-26 13:04:58.234	2014-03-26 13:05:24.332	2014-03-26 13:04:58.234	2014-03-26 13:05:07.562	2014-03-26 13:05:13.303	2014-03-26 13:05:15.175	2014-03-26 13:05:15.175	2014-03-26 13:05:24.332	0	11	12	0	5	12	0.0000	0.4836	0.0000	0.1612	0.1612	0.2675	0.2675	2	0.6667	0	2	0.6667	0	0	0.0000	0
p17	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-26 13:05:29.106	2014-03-26 13:05:51.851	2014-03-26 13:05:30.229	2014-03-26 13:05:48.902	2014-03-26 13:05:30.229	2014-03-26 13:05:36.142	2014-03-26 13:05:37.608	2014-03-26 13:05:39.464	2014-03-26 13:05:39.464	2014-03-26 13:05:48.902	5	13	28	16	23	2	0.1663	0.2948	0.2463	0.2358	0.2434	0.4265	0.4403	0	0.0000	0	0	0.0000	0	0	0.0000	0
p17	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-26 13:05:53.894	2014-03-26 13:06:24.112	2014-03-26 13:05:53.894	2014-03-26 13:06:21.21	2014-03-26 13:05:53.894	2014-03-26 13:05:58.762	2014-03-26 13:06:06.296	2014-03-26 13:06:08.169	2014-03-26 13:06:08.169	2014-03-26 13:06:21.21	0	3	13	29	3	13	0.1326	0.0000	0.0000	0.0442	0.0442	0.0870	0.0870	2	0.6667	0	2	0.6667	0	0	0.0000	0
p17	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-26 13:06:46.248	2014-03-26 13:07:18.119	2014-03-26 13:06:47.605	2014-03-26 13:07:15.498	2014-03-26 13:06:47.605	2014-03-26 13:06:57.699	2014-03-26 13:07:02.316	2014-03-26 13:07:04.188	2014-03-26 13:07:04.188	2014-03-26 13:07:15.498	7	8	26	18	25	26	0.1933	0.2836	0.0000	0.1590	0.1458	0.2983	0.2735	1	0.3333	0	1	0.3333	0	0	0.0000	0
p17	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-26 13:07:20.178	2014-03-26 13:07:44.389	2014-03-26 13:07:20.178	2014-03-26 13:07:40.755	2014-03-26 13:07:20.178	2014-03-26 13:07:24.671	2014-03-26 13:07:30.505	2014-03-26 13:07:32.377	2014-03-26 13:07:32.377	2014-03-26 13:07:40.755	0	11	12	0	7	12	0.0000	0.1934	0.0000	0.0645	0.0645	0.1061	0.1061	2	0.6667	0	2	0.6667	0	0	0.0000	0
p17	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-26 13:07:46.464	2014-03-26 13:08:16.838	2014-03-26 13:07:48.258	2014-03-26 13:08:13.53	2014-03-26 13:07:48.258	2014-03-26 13:07:56.479	2014-03-26 13:08:00.52	2014-03-26 13:08:02.392	2014-03-26 13:08:02.392	2014-03-26 13:08:13.53	5	13	28	5	13	28	0.0000	0.1241	0.1241	0.0827	0.0000	0.1500	0.0000	3	1.0000	1	1	0.3333	0	2	0.6667	1
p17	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-26 13:08:18.881	2014-03-26 13:08:41.033	2014-03-26 13:08:18.897	2014-03-26 13:08:38.506	2014-03-26 13:08:18.897	2014-03-26 13:08:22.75	2014-03-26 13:08:27.602	2014-03-26 13:08:29.474	2014-03-26 13:08:29.474	2014-03-26 13:08:38.506	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3772	0.3772	2	0.6667	0	2	0.6667	0	0	0.0000	0
p17	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-26 13:08:50.284	2014-03-26 13:09:23.59	2014-03-26 13:08:51.891	2014-03-26 13:09:21.266	2014-03-26 13:08:51.891	2014-03-26 13:09:04.527	2014-03-26 13:09:10.876	2014-03-26 13:09:12.764	2014-03-26 13:09:12.764	2014-03-26 13:09:21.266	20	22	28	20	7	18	0.0000	0.3753	0.2330	0.2027	0.2027	0.3775	0.3775	1	0.3333	0	1	0.3333	0	0	0.0000	0
p17	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-26 13:09:25.634	2014-03-26 13:09:53.199	2014-03-26 13:09:26.429	2014-03-26 13:09:51.264	2014-03-26 13:09:26.429	2014-03-26 13:09:34.604	2014-03-26 13:09:41.686	2014-03-26 13:09:43.558	2014-03-26 13:09:43.558	2014-03-26 13:09:51.264	9	13	27	17	13	27	0.7429	0.0000	0.0000	0.2476	0.2476	0.4810	0.4810	2	0.6667	0	2	0.6667	0	0	0.0000	0
