participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p09	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-21 15:10:11.916	2014-03-21 15:10:34.677	2014-03-21 15:10:14.1	2014-03-21 15:10:34.583	2014-03-21 15:10:14.1	2014-03-21 15:10:16.456	2014-03-21 15:10:18.968	2014-03-21 15:10:20.84	2014-03-21 15:10:20.84	2014-03-21 15:10:34.583	7	8	26	7	13	24	0.0000	0.6166	0.4141	0.3436	0.3436	0.6392	0.6392	1	0.3333	0	1	0.3333	0	0	0.0000	0
p09	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-21 15:10:36.752	2014-03-21 15:10:56.205	2014-03-21 15:10:38.312	2014-03-21 15:10:54.551	2014-03-21 15:10:38.312	2014-03-21 15:10:42.929	2014-03-21 15:10:43.834	2014-03-21 15:10:45.706	2014-03-21 15:10:45.706	2014-03-21 15:10:54.551	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p09	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-21 15:10:58.264	2014-03-21 15:11:16.313	2014-03-21 15:10:58.342	2014-03-21 15:11:14.238	2014-03-21 15:10:58.342	2014-03-21 15:11:01.914	2014-03-21 15:11:03.256	2014-03-21 15:11:05.128	2014-03-21 15:11:05.128	2014-03-21 15:11:14.238	5	13	28	12	23	26	0.0967	0.2399	0.4566	0.2644	0.2644	0.4783	0.4783	0	0.0000	0	0	0.0000	0	0	0.0000	0
p09	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-21 15:11:18.372	2014-03-21 15:11:35.876	2014-03-21 15:11:18.419	2014-03-21 15:11:33.77	2014-03-21 15:11:18.419	2014-03-21 15:11:22.288	2014-03-21 15:11:23.24	2014-03-21 15:11:25.112	2014-03-21 15:11:25.112	2014-03-21 15:11:33.77	0	3	13	7	3	4	0.1398	0.0000	0.2305	0.1234	0.1234	0.2430	0.2430	1	0.3333	0	1	0.3333	0	0	0.0000	0
p09	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-21 15:11:56.187	2014-03-21 15:12:12.817	2014-03-21 15:11:56.249	2014-03-21 15:12:10.648	2014-03-21 15:11:56.249	2014-03-21 15:11:59.775	2014-03-21 15:12:00.539	2014-03-21 15:12:02.411	2014-03-21 15:12:02.411	2014-03-21 15:12:10.648	7	8	26	2	8	20	0.3000	0.0000	0.1067	0.1356	0.1356	0.2544	0.2544	1	0.3333	0	1	0.3333	0	0	0.0000	0
p09	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-21 15:12:14.876	2014-03-21 15:12:30.741	2014-03-21 15:12:15.765	2014-03-21 15:12:29.633	2014-03-21 15:12:15.765	2014-03-21 15:12:20.133	2014-03-21 15:12:20.96	2014-03-21 15:12:22.832	2014-03-21 15:12:22.832	2014-03-21 15:12:29.633	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p09	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-21 15:12:32.8	2014-03-21 15:12:50.35	2014-03-21 15:12:33.299	2014-03-21 15:12:48.478	2014-03-21 15:12:33.299	2014-03-21 15:12:37.106	2014-03-21 15:12:38.198	2014-03-21 15:12:40.07	2014-03-21 15:12:40.07	2014-03-21 15:12:48.478	5	13	28	16	13	28	0.1663	0.0000	0.0000	0.0554	0.0554	0.1005	0.1005	2	0.6667	0	2	0.6667	0	0	0.0000	0
p09	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-21 15:12:52.425	2014-03-21 15:13:11.738	2014-03-21 15:12:52.877	2014-03-21 15:13:09.663	2014-03-21 15:12:52.877	2014-03-21 15:12:56.263	2014-03-21 15:12:56.887	2014-03-21 15:12:58.759	2014-03-21 15:12:58.759	2014-03-21 15:13:09.663	0	3	13	7	3	10	0.1398	0.0000	0.0922	0.0773	0.0773	0.1515	0.1515	1	0.3333	0	1	0.3333	0	0	0.0000	0
p09	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-21 15:13:22.33	2014-03-21 15:13:40.395	2014-03-21 15:13:24.483	2014-03-21 15:13:38.351	2014-03-21 15:13:24.483	2014-03-21 15:13:27.79	2014-03-21 15:13:28.508	2014-03-21 15:13:30.38	2014-03-21 15:13:30.38	2014-03-21 15:13:38.351	20	22	28	20	21	19	0.0000	0.3077	0.5564	0.2880	0.2880	0.5363	0.5363	1	0.3333	0	1	0.3333	0	0	0.0000	0
p09	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-21 15:13:42.454	2014-03-21 15:13:57.586	2014-03-21 15:13:43.125	2014-03-21 15:13:55.121	2014-03-21 15:13:43.125	2014-03-21 15:13:46.541	2014-03-21 15:13:47.29	2014-03-21 15:13:49.162	2014-03-21 15:13:49.162	2014-03-21 15:13:55.121	9	13	27	11	13	6	0.9212	0.0000	0.6203	0.5139	0.4807	0.9981	0.9338	1	0.3333	0	1	0.3333	0	0	0.0000	0
