participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p02	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-18 12:59:31.423	2014-03-18 13:01:05.632	2014-03-18 13:00:04.651	2014-03-18 13:01:05.226	2014-03-18 13:00:04.651	2014-03-18 13:00:13.964	2014-03-18 13:00:22.576	2014-03-18 13:00:24.448	2014-03-18 13:00:24.448	2014-03-18 13:01:05.226	7	8	26	2	18	1	0.3000	0.2836	0.2135	0.2657	0.2657	0.4944	0.4944	0	0.0000	0	0	0.0000	0	0	0.0000	0
p02	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-18 13:01:07.675	2014-03-18 13:01:59.857	2014-03-18 13:01:17.301	2014-03-18 13:01:51.964	2014-03-18 13:01:17.301	2014-03-18 13:01:27.222	2014-03-18 13:01:28.548	2014-03-18 13:01:30.42	2014-03-18 13:01:30.42	2014-03-18 13:01:51.964	0	11	12	22	8	12	0.1755	0.9520	0.5563	0.5613	0.4580	0.9314	0.7601	1	0.3333	0	0	0.0000	0	1	0.3333	1
p02	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-18 13:02:01.932	2014-03-18 13:02:37.734	2014-03-18 13:02:01.948	2014-03-18 13:02:37.469	2014-03-18 13:02:01.948	2014-03-18 13:02:12.946	2014-03-18 13:02:16.347	2014-03-18 13:02:18.219	2014-03-18 13:02:18.219	2014-03-18 13:02:37.469	5	13	28	22	13	28	0.4141	0.0000	0.0000	0.1380	0.1380	0.2497	0.2497	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-18 13:02:39.778	2014-03-18 13:03:36.39	2014-03-18 13:02:47.094	2014-03-18 13:03:28.044	2014-03-18 13:02:47.094	2014-03-18 13:03:01.587	2014-03-18 13:03:09.574	2014-03-18 13:03:11.446	2014-03-18 13:03:11.446	2014-03-18 13:03:28.044	0	3	13	0	3	10	0.0000	0.0000	0.0922	0.0307	0.0307	0.0605	0.0605	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-18 13:04:25.718	2014-03-18 13:05:13.672	2014-03-18 13:04:28.666	2014-03-18 13:05:07.76	2014-03-18 13:04:28.666	2014-03-18 13:04:47.059	2014-03-18 13:04:49.679	2014-03-18 13:04:51.551	2014-03-18 13:04:51.551	2014-03-18 13:05:07.76	7	8	26	7	27	24	0.0000	0.5668	0.4853	0.3507	0.3642	0.6581	0.6833	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-18 13:05:15.716	2014-03-18 13:06:18.319	2014-03-18 13:05:17.026	2014-03-18 13:06:01.143	2014-03-18 13:05:17.026	2014-03-18 13:05:36.573	2014-03-18 13:05:41.362	2014-03-18 13:05:43.234	2014-03-18 13:05:43.234	2014-03-18 13:06:01.143	0	11	12	0	22	12	0.0000	0.6115	0.0000	0.2038	0.2038	0.3353	0.3353	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-18 13:06:20.362	2014-03-18 13:07:19.72	2014-03-18 13:06:21.563	2014-03-18 13:07:16.741	2014-03-18 13:06:21.563	2014-03-18 13:06:30.409	2014-03-18 13:06:34.059	2014-03-18 13:06:35.931	2014-03-18 13:06:35.931	2014-03-18 13:07:16.741	5	13	28	16	23	2	0.1663	0.2399	0.3241	0.2434	0.2434	0.4415	0.4415	0	0.0000	0	0	0.0000	0	0	0.0000	0
p02	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-18 13:07:21.764	2014-03-18 13:08:09.5	2014-03-18 13:07:21.764	2014-03-18 13:07:52.418	2014-03-18 13:07:21.764	2014-03-18 13:07:33.838	2014-03-18 13:07:38.768	2014-03-18 13:07:40.64	2014-03-18 13:07:40.64	2014-03-18 13:07:52.418	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3772	0.3772	2	0.6667	0	2	0.6667	0	0	0.0000	0
p02	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-18 13:08:16.302	2014-03-18 13:08:51.433	2014-03-18 13:08:17.456	2014-03-18 13:08:47.736	2014-03-18 13:08:17.456	2014-03-18 13:08:29.265	2014-03-18 13:08:33.353	2014-03-18 13:08:35.209	2014-03-18 13:08:35.209	2014-03-18 13:08:47.736	20	22	28	20	25	19	0.0000	0.1159	0.5564	0.2241	0.2241	0.4173	0.4173	1	0.3333	0	1	0.3333	0	0	0.0000	0
p02	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-18 13:08:53.492	2014-03-18 13:09:40.214	2014-03-18 13:08:53.492	2014-03-18 13:09:35.191	2014-03-18 13:08:53.492	2014-03-18 13:09:19.263	2014-03-18 13:09:21.666	2014-03-18 13:09:23.538	2014-03-18 13:09:23.538	2014-03-18 13:09:35.191	9	13	27	9	22	27	0.0000	0.5971	0.0000	0.1990	0.1990	0.3866	0.3866	2	0.6667	0	2	0.6667	0	0	0.0000	0
