participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p16	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-26 11:06:18.724	2014-03-26 11:06:45.572	2014-03-26 11:06:21.485	2014-03-26 11:06:43.185	2014-03-26 11:06:21.485	2014-03-26 11:06:25.947	2014-03-26 11:06:28.88	2014-03-26 11:06:30.752	2014-03-26 11:06:30.752	2014-03-26 11:06:43.185	7	8	26	5	10	1	0.6204	0.1848	0.7548	0.5200	0.3732	0.9675	0.6943	0	0.0000	0	0	0.0000	0	0	0.0000	0
p16	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-26 11:06:47.647	2014-03-26 11:07:13.293	2014-03-26 11:06:48.583	2014-03-26 11:07:10.953	2014-03-26 11:06:48.583	2014-03-26 11:06:57.927	2014-03-26 11:07:00.111	2014-03-26 11:07:01.983	2014-03-26 11:07:01.983	2014-03-26 11:07:10.953	0	11	12	4	11	14	0.1912	0.5480	0.1474	0.2955	0.2872	0.4904	0.4767	1	0.3333	0	0	0.0000	0	1	0.3333	1
p16	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-26 11:07:15.337	2014-03-26 11:07:42.668	2014-03-26 11:07:17.599	2014-03-26 11:07:39.922	2014-03-26 11:07:17.599	2014-03-26 11:07:27.006	2014-03-26 11:07:28.456	2014-03-26 11:07:30.328	2014-03-26 11:07:30.328	2014-03-26 11:07:39.922	5	13	28	5	23	24	0.0000	0.2399	0.5727	0.2709	0.2709	0.4899	0.4899	1	0.3333	0	1	0.3333	0	0	0.0000	0
p16	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-26 11:07:44.727	2014-03-26 11:08:15.506	2014-03-26 11:07:45.71	2014-03-26 11:08:13.54	2014-03-26 11:07:45.71	2014-03-26 11:07:57.02	2014-03-26 11:07:58.752	2014-03-26 11:08:00.624	2014-03-26 11:08:00.624	2014-03-26 11:08:13.54	0	3	13	1	3	13	0.2900	0.0000	0.0000	0.0967	0.0967	0.1903	0.1903	2	0.6667	0	2	0.6667	0	0	0.0000	0
p16	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-26 11:08:42.26	2014-03-26 11:09:09.935	2014-03-26 11:08:51.449	2014-03-26 11:09:07.86	2014-03-26 11:08:51.449	2014-03-26 11:08:57.564	2014-03-26 11:08:58.656	2014-03-26 11:09:00.528	2014-03-26 11:09:00.528	2014-03-26 11:09:07.86	7	8	26	7	18	24	0.0000	0.5668	0.4383	0.3351	0.2326	0.6287	0.4364	1	0.3333	0	1	0.3333	0	0	0.0000	0
p16	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-26 11:09:11.994	2014-03-26 11:09:37.859	2014-03-26 11:09:11.994	2014-03-26 11:09:35.394	2014-03-26 11:09:11.994	2014-03-26 11:09:26.611	2014-03-26 11:09:27.282	2014-03-26 11:09:29.154	2014-03-26 11:09:29.154	2014-03-26 11:09:35.394	0	11	12	0	22	12	0.0000	0.6115	0.0000	0.2038	0.2038	0.3353	0.3353	2	0.6667	0	2	0.6667	0	0	0.0000	0
p16	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-26 11:09:39.918	2014-03-26 11:09:58.326	2014-03-26 11:09:40.916	2014-03-26 11:09:56.516	2014-03-26 11:09:40.916	2014-03-26 11:09:47.702	2014-03-26 11:09:48.716	2014-03-26 11:09:50.588	2014-03-26 11:09:50.588	2014-03-26 11:09:56.516	5	13	28	26	13	28	0.4933	0.0000	0.0000	0.1644	0.1644	0.2982	0.2982	2	0.6667	0	2	0.6667	0	0	0.0000	0
p16	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-26 11:10:00.369	2014-03-26 11:10:19.043	2014-03-26 11:10:01.321	2014-03-26 11:10:17.436	2014-03-26 11:10:01.321	2014-03-26 11:10:07.811	2014-03-26 11:10:08.637	2014-03-26 11:10:10.509	2014-03-26 11:10:10.509	2014-03-26 11:10:17.436	0	3	13	18	3	13	0.2705	0.0000	0.0000	0.0902	0.0902	0.1766	0.1766	2	0.6667	0	2	0.6667	0	0	0.0000	0
p16	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-26 11:10:26.39	2014-03-26 11:10:47.497	2014-03-26 11:10:27.311	2014-03-26 11:10:45.017	2014-03-26 11:10:27.311	2014-03-26 11:10:32.989	2014-03-26 11:10:34.612	2014-03-26 11:10:36.484	2014-03-26 11:10:36.484	2014-03-26 11:10:45.017	20	22	28	6	22	28	0.7321	0.0000	0.3371	0.3564	0.1580	0.6636	0.2941	2	0.6667	0	1	0.3333	0	1	0.3333	1
p16	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-26 11:10:49.541	2014-03-26 11:11:14.782	2014-03-26 11:10:50.352	2014-03-26 11:11:11.833	2014-03-26 11:10:50.352	2014-03-26 11:10:58.932	2014-03-26 11:10:59.993	2014-03-26 11:11:01.865	2014-03-26 11:11:01.865	2014-03-26 11:11:11.833	9	13	27	21	13	16	0.8509	0.0000	0.2651	0.3720	0.3720	0.7226	0.7226	1	0.3333	0	1	0.3333	0	0	0.0000	0
p16	10	2	on2	2	2	YORDER	0.6	true	M	M	M	M	M	0.6329	0.4711	7.2689	0.0249	1.4952	2014-03-26 11:11:16.841	2014-03-26 11:11:38.665	2014-03-26 11:11:17.761	2014-03-26 11:11:36.746	2014-03-26 11:11:17.761	2014-03-26 11:11:26.372	2014-03-26 11:11:26.965	2014-03-26 11:11:28.837	2014-03-26 11:11:28.837	2014-03-26 11:11:36.746	20	27	28	19	27	28	0.5659	0.0000	0.0000	0.1886	0.1886	0.3671	0.3671	2	0.6667	0	2	0.6667	0	0	0.0000	0
p16	11	2	on2	3	3	YORDER	0.6	true	E	E	M	M	M	0.5973	0.4256	4.8502	0.0211	1.2657	2014-03-26 11:11:40.724	2014-03-26 11:12:00.068	2014-03-26 11:11:43.22	2014-03-26 11:11:58.321	2014-03-26 11:11:43.22	2014-03-26 11:11:49.882	2014-03-26 11:11:50.521	2014-03-26 11:11:52.393	2014-03-26 11:11:52.393	2014-03-26 11:11:58.321	6	7	21	15	7	21	0.6033	0.0000	0.0000	0.2011	0.2011	0.3886	0.3886	2	0.6667	0	2	0.6667	0	0	0.0000	0
