participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p19	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-26 15:10:45.449	2014-03-26 15:11:13.217	2014-03-26 15:10:48.553	2014-03-26 15:11:11.282	2014-03-26 15:10:48.553	2014-03-26 15:10:52.672	2014-03-26 15:10:54.419	2014-03-26 15:10:56.291	2014-03-26 15:10:56.291	2014-03-26 15:11:11.282	7	8	26	2	25	26	0.7615	0.4678	0.6541	0.6278	0.1364	1.1681	0.2538	1	0.3333	0	0	0.0000	0	1	0.3333	1
p19	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-26 15:11:15.26	2014-03-26 15:11:36.383	2014-03-26 15:11:16.555	2014-03-26 15:11:34.573	2014-03-26 15:11:16.555	2014-03-26 15:11:22.733	2014-03-26 15:11:23.731	2014-03-26 15:11:25.603	2014-03-26 15:11:25.603	2014-03-26 15:11:34.573	0	11	12	27	18	12	0.4377	0.3683	0.0000	0.2687	0.2114	0.4458	0.3508	1	0.3333	0	1	0.3333	0	0	0.0000	0
p19	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-26 15:11:38.427	2014-03-26 15:11:56.055	2014-03-26 15:11:39.519	2014-03-26 15:11:55.914	2014-03-26 15:11:39.519	2014-03-26 15:11:44.932	2014-03-26 15:11:46.086	2014-03-26 15:11:47.958	2014-03-26 15:11:47.958	2014-03-26 15:11:55.914	5	13	28	29	13	28	0.1073	0.1241	0.1241	0.1185	0.0358	0.2143	0.0647	2	0.6667	0	0	0.0000	0	2	0.6667	1
p19	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-26 15:11:58.098	2014-03-26 15:12:21.139	2014-03-26 15:11:58.098	2014-03-26 15:12:17.239	2014-03-26 15:11:58.098	2014-03-26 15:12:04.198	2014-03-26 15:12:05.664	2014-03-26 15:12:07.536	2014-03-26 15:12:07.536	2014-03-26 15:12:17.239	0	3	13	9	3	13	0.4154	0.0000	0.0000	0.1385	0.1385	0.2726	0.2726	2	0.6667	0	2	0.6667	0	0	0.0000	0
p19	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-26 15:12:41.95	2014-03-26 15:13:00.982	2014-03-26 15:12:43.229	2014-03-26 15:12:57.628	2014-03-26 15:12:43.229	2014-03-26 15:12:46.474	2014-03-26 15:12:47.082	2014-03-26 15:12:48.954	2014-03-26 15:12:48.954	2014-03-26 15:12:57.628	7	8	26	2	25	20	0.3000	0.1091	0.1067	0.1720	0.1720	0.3227	0.3227	0	0.0000	0	0	0.0000	0	0	0.0000	0
p19	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-26 15:13:03.025	2014-03-26 15:13:16.208	2014-03-26 15:13:04.117	2014-03-26 15:13:14.647	2014-03-26 15:13:04.117	2014-03-26 15:13:08.61	2014-03-26 15:13:08.953	2014-03-26 15:13:10.825	2014-03-26 15:13:10.825	2014-03-26 15:13:14.647	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p19	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-26 15:13:18.267	2014-03-26 15:13:34.584	2014-03-26 15:13:18.267	2014-03-26 15:13:32.681	2014-03-26 15:13:18.267	2014-03-26 15:13:23.306	2014-03-26 15:13:23.914	2014-03-26 15:13:25.786	2014-03-26 15:13:25.786	2014-03-26 15:13:32.681	5	13	28	16	13	28	0.1663	0.1241	0.1241	0.1381	0.0554	0.2505	0.1005	2	0.6667	0	0	0.0000	0	2	0.6667	1
p19	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-26 15:13:36.628	2014-03-26 15:13:53.133	2014-03-26 15:13:37.424	2014-03-26 15:13:50.886	2014-03-26 15:13:37.424	2014-03-26 15:13:43.133	2014-03-26 15:13:43.71	2014-03-26 15:13:45.582	2014-03-26 15:13:45.582	2014-03-26 15:13:50.886	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3772	0.3772	2	0.6667	0	2	0.6667	0	0	0.0000	0
p19	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-26 15:14:00.699	2014-03-26 15:14:19.59	2014-03-26 15:14:01.682	2014-03-26 15:14:18.218	2014-03-26 15:14:01.682	2014-03-26 15:14:08.124	2014-03-26 15:14:08.702	2014-03-26 15:14:10.574	2014-03-26 15:14:10.574	2014-03-26 15:14:18.218	20	22	28	17	7	28	0.1206	0.3753	0.0000	0.1653	0.1653	0.3078	0.3078	1	0.3333	0	1	0.3333	0	0	0.0000	0
p19	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-26 15:14:21.665	2014-03-26 15:14:34.52	2014-03-26 15:14:22.227	2014-03-26 15:14:33.506	2014-03-26 15:14:22.227	2014-03-26 15:14:25.191	2014-03-26 15:14:26.205	2014-03-26 15:14:28.077	2014-03-26 15:14:28.077	2014-03-26 15:14:33.506	9	13	27	1	17	27	0.2028	0.0800	0.3610	0.2146	0.2011	0.4168	0.3907	1	0.3333	0	0	0.0000	0	1	0.3333	1
