participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p05	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-21 10:17:31.736	2014-03-21 10:18:05.385	2014-03-21 10:17:35.121	2014-03-21 10:18:05.245	2014-03-21 10:17:35.121	2014-03-21 10:17:42.063	2014-03-21 10:17:44.497	2014-03-21 10:17:46.369	2014-03-21 10:17:46.369	2014-03-21 10:18:05.245	7	8	26	2	8	9	0.3000	0.0000	0.1019	0.1340	0.1340	0.2493	0.2493	1	0.3333	0	1	0.3333	0	0	0.0000	0
p05	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-21 10:18:07.46	2014-03-21 10:18:51.795	2014-03-21 10:18:10.174	2014-03-21 10:18:35.119	2014-03-21 10:18:10.174	2014-03-21 10:18:17.148	2014-03-21 10:18:19.862	2014-03-21 10:18:21.734	2014-03-21 10:18:21.734	2014-03-21 10:18:35.119	0	11	12	0	4	7	0.1912	0.1934	0.1755	0.1867	0.1198	0.3098	0.1988	1	0.3333	0	0	0.0000	0	1	0.3333	1
p05	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-21 10:18:53.854	2014-03-21 10:19:48.423	2014-03-21 10:19:01.701	2014-03-21 10:19:40.686	2014-03-21 10:19:01.701	2014-03-21 10:19:12.013	2014-03-21 10:19:14.431	2014-03-21 10:19:16.287	2014-03-21 10:19:16.287	2014-03-21 10:19:40.686	5	13	28	19	13	28	1.0080	0.1241	0.4692	0.5338	0.1866	0.9654	0.3375	2	0.6667	0	0	0.0000	0	2	0.6667	1
p05	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-21 10:19:50.467	2014-03-21 10:20:23.633	2014-03-21 10:19:53.322	2014-03-21 10:20:18.173	2014-03-21 10:19:53.322	2014-03-21 10:20:03.602	2014-03-21 10:20:06.816	2014-03-21 10:20:08.688	2014-03-21 10:20:08.688	2014-03-21 10:20:18.173	0	3	13	27	3	24	0.6403	0.2506	0.7415	0.5441	0.3105	1.0712	0.6113	1	0.3333	0	0	0.0000	0	1	0.3333	1
p05	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-21 10:20:41.635	2014-03-21 10:21:27.858	2014-03-21 10:20:57.313	2014-03-21 10:21:23.162	2014-03-21 10:20:57.313	2014-03-21 10:21:07.734	2014-03-21 10:21:10.433	2014-03-21 10:21:12.305	2014-03-21 10:21:12.305	2014-03-21 10:21:23.162	7	8	26	5	16	15	0.6328	0.1848	0.2751	0.3642	0.2664	0.6835	0.4999	0	0.0000	0	0	0.0000	0	0	0.0000	0
p05	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-21 10:21:29.917	2014-03-21 10:22:08.371	2014-03-21 10:21:31.446	2014-03-21 10:22:01.616	2014-03-21 10:21:31.446	2014-03-21 10:21:43.099	2014-03-21 10:21:45.299	2014-03-21 10:21:47.186	2014-03-21 10:21:47.186	2014-03-21 10:22:01.616	0	11	12	0	11	12	0.0000	0.1474	0.1474	0.0983	0.0000	0.1617	0.0000	3	1.0000	1	1	0.3333	0	2	0.6667	1
p05	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-21 10:22:10.43	2014-03-21 10:22:49.118	2014-03-21 10:22:11.226	2014-03-21 10:22:41.786	2014-03-21 10:22:11.226	2014-03-21 10:22:21.413	2014-03-21 10:22:25.469	2014-03-21 10:22:27.341	2014-03-21 10:22:27.341	2014-03-21 10:22:41.786	5	13	28	21	7	28	0.3120	0.2148	0.0000	0.1756	0.1756	0.3185	0.3185	1	0.3333	0	1	0.3333	0	0	0.0000	0
p05	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-21 10:22:51.162	2014-03-21 10:23:23.033	2014-03-21 10:22:52.519	2014-03-21 10:23:18.29	2014-03-21 10:22:52.519	2014-03-21 10:23:00.943	2014-03-21 10:23:04.672	2014-03-21 10:23:06.544	2014-03-21 10:23:06.544	2014-03-21 10:23:18.29	0	3	13	27	3	24	0.5776	0.0000	0.3539	0.3105	0.3105	0.6083	0.6083	1	0.3333	0	1	0.3333	0	0	0.0000	0
p05	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-21 10:23:31.613	2014-03-21 10:24:06.573	2014-03-21 10:23:34.561	2014-03-21 10:24:01.846	2014-03-21 10:23:34.561	2014-03-21 10:23:46.979	2014-03-21 10:23:50.38	2014-03-21 10:23:52.252	2014-03-21 10:23:52.252	2014-03-21 10:24:01.846	20	22	28	20	25	18	0.0000	0.1159	0.2330	0.1163	0.1163	0.2165	0.2165	1	0.3333	0	1	0.3333	0	0	0.0000	0
p05	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-21 10:24:08.616	2014-03-21 10:24:37.866	2014-03-21 10:24:09.537	2014-03-21 10:24:37.835	2014-03-21 10:24:09.537	2014-03-21 10:24:17.539	2014-03-21 10:24:22.703	2014-03-21 10:24:24.575	2014-03-21 10:24:24.575	2014-03-21 10:24:37.835	9	13	27	9	21	27	0.0000	0.0800	0.4695	0.1832	0.1400	0.3558	0.2720	2	0.6667	0	1	0.3333	0	1	0.3333	1
