participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p06	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-21 12:04:07.02	2014-03-21 12:04:53.852	2014-03-21 12:04:28.205	2014-03-21 12:04:53.774	2014-03-21 12:04:28.205	2014-03-21 12:04:35.132	2014-03-21 12:04:37.253	2014-03-21 12:04:39.125	2014-03-21 12:04:39.125	2014-03-21 12:04:53.774	7	8	26	7	8	11	0.3010	0.3010	0.3040	0.3020	0.1013	0.5620	0.1886	2	0.6667	0	0	0.0000	0	2	0.6667	1
p06	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-21 12:04:55.927	2014-03-21 12:05:32.867	2014-03-21 12:04:57.877	2014-03-21 12:05:32.774	2014-03-21 12:04:57.877	2014-03-21 12:05:20.684	2014-03-21 12:05:22.431	2014-03-21 12:05:24.287	2014-03-21 12:05:24.287	2014-03-21 12:05:32.774	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p06	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-21 12:05:34.911	2014-03-21 12:05:53.225	2014-03-21 12:05:35.972	2014-03-21 12:05:52.289	2014-03-21 12:05:35.972	2014-03-21 12:05:40.059	2014-03-21 12:05:40.87	2014-03-21 12:05:42.742	2014-03-21 12:05:42.742	2014-03-21 12:05:52.289	5	13	28	29	6	26	0.1073	0.1677	0.4566	0.2439	0.2439	0.4411	0.4411	0	0.0000	0	0	0.0000	0	0	0.0000	0
p06	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-21 12:05:55.269	2014-03-21 12:06:25.096	2014-03-21 12:05:56.611	2014-03-21 12:06:12.569	2014-03-21 12:05:56.611	2014-03-21 12:06:01.431	2014-03-21 12:06:02.585	2014-03-21 12:06:04.457	2014-03-21 12:06:04.457	2014-03-21 12:06:12.569	0	3	13	8	3	10	0.1900	0.0000	0.0922	0.0941	0.0941	0.1852	0.1852	1	0.3333	0	1	0.3333	0	0	0.0000	0
p06	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-21 12:06:35.236	2014-03-21 12:06:57.732	2014-03-21 12:06:39.87	2014-03-21 12:06:56.64	2014-03-21 12:06:39.87	2014-03-21 12:06:43.957	2014-03-21 12:06:44.721	2014-03-21 12:06:46.593	2014-03-21 12:06:46.593	2014-03-21 12:06:56.64	7	8	26	5	8	23	0.1469	0.0000	0.2718	0.1396	0.1396	0.2619	0.2619	1	0.3333	0	1	0.3333	0	0	0.0000	0
p06	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-21 12:06:59.791	2014-03-21 12:07:16.42	2014-03-21 12:07:00.68	2014-03-21 12:07:15.5	2014-03-21 12:07:00.68	2014-03-21 12:07:04.471	2014-03-21 12:07:05.235	2014-03-21 12:07:07.107	2014-03-21 12:07:07.107	2014-03-21 12:07:15.5	0	11	12	0	11	12	0.0000	0.1474	0.1474	0.0983	0.0000	0.1617	0.0000	3	1.0000	1	1	0.3333	0	2	0.6667	1
p06	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-21 12:07:18.48	2014-03-21 12:07:35.078	2014-03-21 12:07:19.494	2014-03-21 12:07:34.08	2014-03-21 12:07:19.494	2014-03-21 12:07:23.019	2014-03-21 12:07:23.721	2014-03-21 12:07:25.593	2014-03-21 12:07:25.593	2014-03-21 12:07:34.08	5	13	28	29	17	26	0.1073	0.5322	0.4566	0.3654	0.3654	0.6627	0.6627	0	0.0000	0	0	0.0000	0	0	0.0000	0
p06	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-21 12:07:37.137	2014-03-21 12:08:06.949	2014-03-21 12:07:45.951	2014-03-21 12:08:05.919	2014-03-21 12:07:45.951	2014-03-21 12:07:55.218	2014-03-21 12:07:56.013	2014-03-21 12:07:57.885	2014-03-21 12:07:57.885	2014-03-21 12:08:05.919	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3772	0.3772	2	0.6667	0	2	0.6667	0	0	0.0000	0
p06	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-21 12:08:13.454	2014-03-21 12:08:31.862	2014-03-21 12:08:14.312	2014-03-21 12:08:30.645	2014-03-21 12:08:14.312	2014-03-21 12:08:19.086	2014-03-21 12:08:19.491	2014-03-21 12:08:21.363	2014-03-21 12:08:21.363	2014-03-21 12:08:30.645	20	22	28	11	21	0	0.4032	0.3077	0.1250	0.2786	0.2786	0.5188	0.5188	0	0.0000	0	0	0.0000	0	0	0.0000	0
p06	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-21 12:08:33.921	2014-03-21 12:08:54.279	2014-03-21 12:08:36.261	2014-03-21 12:08:52.766	2014-03-21 12:08:36.261	2014-03-21 12:08:41.16	2014-03-21 12:08:41.971	2014-03-21 12:08:43.843	2014-03-21 12:08:43.843	2014-03-21 12:08:52.766	9	13	27	18	14	27	0.9304	0.5586	0.0000	0.4964	0.2434	0.9641	0.4727	1	0.3333	0	1	0.3333	0	0	0.0000	0
