id	x0	y0	x1	y1	target
0	0.9770437272812399	0.514850826980318	0.9196081016886856	0.01816063288263714	0
1	0.259697303326531	0.23090142585049472	0.40865871054523933	0.7081964071350482	0
2	0.7143298212315551	0.8889376850077285	0.4919234285431905	0.44112589810239367	0
3	0.002235483418212846	0.21653648361509853	0.03700283412802856	0.7153262502749818	0
4	0.4792723000418614	0.6450149429841028	0.8781049029462605	0.3434646903552884	0
5	0.3740515866929803	0.5258646830298186	0.06733684097811393	0.1309899373685332	0
6	0.9600103947804969	0.03426771973047543	0.9474271757999194	0.5341093572518876	0
7	0.667951763010968	0.45791618917809285	0.2836031792975554	0.1381097380275668	0
8	0.5756569552636485	0.4933393755043783	0.48586130648527787	0.0014687202905593888	0
9	0.1837224108118473	0.7950765498454796	0.14323489701163958	0.2967184845688374	0
10	0.485373350187827	0.9161282035024968	0.9602860048656596	0.759737761253446	0
11	0.14374168603203868	0.8965103708379476	0.6362593483698988	0.9826866569336574	0
12	0.5669669376676869	0.04053167651405418	0.7298919677787983	0.5132424068378891	0
13	0.8067394959810568	0.7274577073278035	0.34033114246384333	0.547282104735882	0
14	0.11190032410399195	0.008010847790429569	0.6118672249462842	0.002257756260347773	0
15	0.7487080541496534	0.6472881054930288	0.6800615284631248	0.15202286896701467	0
16	0.6822652997285874	0.6011829954580197	0.22994379670847026	0.3880979000017158	0
17	0.12691473320034735	0.4998923150757675	0.035952688995404644	0.00823602607494725	0
18	0.3755522767222123	0.2196487041832566	0.06082030351127449	0.6081635495093387	0
19	0.5749005973690811	0.29817178492136626	0.5251998805232769	0.7956954916379539	0
20	0.9552692392444264	0.9489188785353083	0.8647470489368765	0.4571814149819161	0
21	0.9971014868570636	0.3340561866317578	0.9909476352944788	0.8340183153084664	0
22	0.9814542084623092	0.7576903247377391	0.5009663184571496	0.6193740655402411	0
23	0.2957170248461547	0.5733872615597484	0.5545985203230217	0.1456252117006464	3
24	0.9234449170753115	0.8735260335219004	0.5795595962083756	0.5105620048740955	2
25	0.6354038028470516	0.9874504707886748	0.9982273645493037	0.6434169505123911	0
26	0.7975990223767288	0.06519047297080915	0.29776688175889177	0.05223550460377446	0
27	0.7485540532568139	0.7858666544672873	0.6899651259624052	0.2893111816362143	1
28	0.5697535806638188	0.8765012733643051	0.07304936436325993	0.9338155081515519	0
29	0.29678303057113914	0.013904740454383335	0.001998956635113791	0.41776405971503866	0
