absolute_gain	relative_gain
0.16678164527041917	-1.0
0.1642291340854768	-1.0
0.1632662426634227	-1.0
0.1609557815251555	-1.0
0.15898656419001278	-1.0
0.15779653866122367	-1.0
0.14386457987937729	-1.0
0.14321842241152577	-1.0
0.14150417443811875	-1.0
0.1356471321307825	-1.0
0.13519688513155736	-1.0
0.13362226194259874	-1.0
0.13276380307336344	-1.0
0.13197657325233336	-1.0
0.13163596960481705	-1.0
0.1310714548853591	-1.0
0.12951891747244215	-1.0
0.12883194341216986	-1.0
0.12686963590622036	-1.0
0.1258460720522896	-1.0
0.12541860859352272	-1.0
0.12391043039004401	-1.0
0.12290998575402617	-1.0
0.12266682094223003	-1.0
0.12211867777304652	-1.0
0.11855693420879038	-1.0
0.11755317294277129	-1.0
0.11746226802694415	-1.0
0.11646771156162988	-1.0
0.11609963390591754	-1.0
0.11560789549166783	-1.0
0.11535933060431725	-1.0
0.11520054932088247	-1.0
0.11519677730959221	-1.0
0.1141648833157024	-1.0
0.11245362868080733	-1.0
0.11164847201687628	-1.0
0.10766004697785658	-1.0
0.10713474420870606	-1.0
0.10711828340572255	-1.0
0.1069521886810868	-1.0
0.10621522429009955	-1.0
0.10591286526900745	-1.0
0.10585928759553503	-1.0
0.10510367622643796	-1.0
0.10495722996708112	-1.0
0.10483477955516968	-1.0
0.10455660918358234	-1.0
0.10334420063832006	-1.0
0.10253131545251654	-1.0
0.10227872844102504	-1.0
0.10209318076438256	-1.0
0.10166955431395597	-1.0
0.10144673507683077	-1.0
0.1011653063243324	-1.0
0.10110497614287295	-1.0
0.10078054198401165	-1.0
0.1004507370855049	-1.0
0.09892368616935932	-1.0
0.09880714232872617	-1.0
0.0984257414787606	-1.0
0.09828717698440531	-1.0
0.09826852979248324	-1.0
0.09758936615918445	-1.0
0.09724472975721188	-1.0
0.09667934053737814	-1.0
0.09611183262860568	-1.0
0.095829600319213	-1.0
0.09524289521985818	-1.0
0.0946812746324257	-1.0
0.09415434276285795	-1.0
0.09401788578179926	-1.0
0.09223075605449638	-1.0
0.09195259052047927	-1.0
0.09142369866456213	-1.0
0.0907923547945031	-1.0
0.090775148877688	-1.0
0.09071583906266789	-1.0
0.09046712874557389	-1.0
0.08858070869891399	-1.0
0.08816663836229632	-1.0
0.08783074721094042	-1.0
0.08776291262660996	-1.0
0.08742027034146294	-1.0
0.08680109711400341	-1.0
0.08617436004295692	-1.0
0.08586267239120643	-1.0
0.08582804757083579	-1.0
0.0855420943733658	-1.0
0.08547030356368907	-1.0
0.08543320024693873	-1.0
0.08376430302929222	-1.0
0.08354758168249554	-1.0
0.0834951398405579	-1.0
0.08336429962755332	-1.0
0.08228347922552676	-1.0
0.08215420112725541	-1.0
0.08214388731886163	-1.0
0.08203923068464558	-1.0
0.08165799717472788	-1.0
0.08089978834186051	-1.0
0.0805520963155093	-1.0
0.08014869445886652	-1.0
0.0800652456693065	-1.0
0.07972995668203348	-1.0
0.07934583230645986	-1.0
0.07931208301408976	-1.0
0.07817478919036247	-1.0
0.07792926681800516	-1.0
0.07758948062049542	-1.0
0.07751962941090251	-1.0
0.07746590238941542	-1.0
0.07737714506567539	-1.0
0.07722906097351512	-1.0
0.0771649695088259	-1.0
0.0769811394228348	-1.0
0.07682728942644168	-1.0
0.07665495164193481	-1.0
0.07622726105022914	-1.0
0.0758839701772876	-1.0
0.07581094370061825	-1.0
0.075682536093376	-1.0
0.075149929016535	-1.0
0.07496042196087893	-1.0
0.07421826667690068	-1.0
0.07284448605248162	-1.0
0.07282308459554176	-1.0
0.07206680993176462	-1.0
0.07202396209998141	-1.0
0.07188272632840331	-1.0
0.07127016323758817	-1.0
0.07079439446861663	-1.0
0.07058490272710649	-1.0
0.06984996952896716	-1.0
0.06973736411319581	-1.0
0.06843432170014069	-1.0
0.06841765777702247	-1.0
0.06764369059051722	-1.0
0.0675059085686559	-1.0
0.0671439243839817	-1.0
0.06681072119581716	-1.0
0.06662217827142436	-1.0
0.066502966380103	-1.0
0.06611336702100523	-1.0
0.06594134012129393	-1.0
0.06454172766971855	-1.0
0.0643398694001357	-1.0
0.06418541914413828	-1.0
0.06408510760655067	-1.0
0.0640443031027273	-1.0
0.06396941584392613	-1.0
0.06367122807531739	-1.0
0.062316273699605795	-1.0
0.061949726919917625	-1.0
0.061833629459272565	-1.0
0.0615684446457232	-1.0
0.06152595249720627	-1.0
0.061364901857023035	-1.0
0.06033081330524159	-1.0
0.060021083156424404	-1.0
0.05984924227330812	-1.0
0.05984835377737058	-1.0
0.059811813599169095	-1.0
0.05977378054563576	-1.0
0.059395312238299136	-1.0
0.059377592778531496	-1.0
0.059299317789341055	-1.0
0.05863655471311979	-1.0
0.058414561012608335	-1.0
0.058403375409386615	-1.0
0.058169317271051346	-1.0
0.05807416720438019	-1.0
0.058034773199175216	-1.0
0.05792173457057875	-1.0
0.057275205900412185	-1.0
0.057094177855051	-1.0
0.05688168108102254	-1.0
0.05663551706903125	-1.0
0.05551380546462448	-1.0
0.05532179811686255	-1.0
0.05514356203686466	-1.0
0.055054352406712914	-1.0
0.054947072502009475	-1.0
0.05470124528846643	-1.0
0.053849274856078655	-1.0
0.053828325267751054	-1.0
0.05368559785192961	-1.0
0.0536757923364275	-1.0
0.05318140813867345	-1.0
0.052823108889283765	-1.0
0.05273261163472531	-1.0
0.052394987674442395	-1.0
0.051424324856288395	-1.0
0.05124098369521701	-1.0
0.05119278167238506	-1.0
0.051160193460305425	-1.0
0.050905158599177325	-1.0
0.05087030447077445	-1.0
0.05033053558237749	-1.0
0.050199650351616776	-1.0
0.04982598558878121	-1.0
0.04916271309334602	-1.0
0.048684102260339646	-1.0
0.04867077204918635	-1.0
0.04840266951180949	-1.0
0.048135648459307734	-1.0
0.04811433723738856	-1.0
0.047744967081568446	-1.0
0.047712471642406995	-1.0
0.0476283688506538	-1.0
0.047471262219000776	-1.0
0.04712350806777954	-1.0
0.046983394559647895	-1.0
0.046798446867621135	-1.0
0.046734787305099834	-1.0
0.046427575978420954	-1.0
0.04621741100909804	-1.0
0.04578601962287515	-1.0
0.04570622103304739	-1.0
0.045599631052438916	-1.0
0.045435430553428635	-1.0
0.04539652926212684	-1.0
0.04526101106028646	-1.0
0.045239466608634205	-1.0
0.04507163905160977	-1.0
0.04467124465132438	-1.0
0.04462703403260204	-1.0
0.044306358530089573	-1.0
0.044268398632258954	-1.0
0.04400800035256314	-1.0
0.04390346043738247	-1.0
0.04388951321145229	-1.0
0.0438459308458885	-1.0
0.04353292764044714	-1.0
0.0429809293855386	-1.0
0.0424751795105307	-1.0
0.042362883730772016	-1.0
0.04233506588521102	-1.0
0.04226018875498494	-1.0
0.041647155862088336	-1.0
0.041413547822283014	-1.0
0.04102979314407995	-1.0
0.040561890539433876	-1.0
0.040513519939434195	-1.0
0.03994810800595927	-1.0
0.039783312710224616	-1.0
0.039473737658307084	-1.0
0.03904782367797888	-1.0
0.0383436955101657	-1.0
0.038168491499914525	-1.0
0.037872714289071574	-1.0
0.03779219211161239	-1.0
0.03712536818801804	-1.0
0.03684695332342336	-1.0
0.036584410376343746	-1.0
0.03630345855960282	-1.0
0.03571369578960104	-1.0
0.03561001365379096	-1.0
0.035303540416946555	-1.0
0.034029747292902646	-1.0
0.03390974607224473	-1.0
0.03383142042693088	-1.0
0.033399997254686564	-1.0
0.03317187718672587	-1.0
0.03288143926084053	-1.0
0.0328480508342166	-1.0
0.03283367922663094	-1.0
0.03261351716056471	-1.0
0.03252574916974238	-1.0
0.03220663309845506	-1.0
0.03200954321285576	-1.0
0.03195327598282577	-1.0
0.031897029974490176	-1.0
0.03187480208829313	-1.0
0.03172529215360431	-1.0
0.03157211076467559	-1.0
0.03150530271956453	-1.0
0.03143261646193807	-1.0
0.031336831735606197	-1.0
0.030958545153162542	-1.0
0.03049724989263758	-1.0
0.030363486752808533	-1.0
0.030316763286237114	-1.0
0.030075433066405366	-1.0
0.02827735644223961	-1.0
0.02803385872810038	-1.0
0.027467110487521595	-1.0
0.027421564663688724	-1.0
0.02717371140279956	-1.0
0.02710453047816086	-1.0
0.026725766246120497	-1.0
0.02627646637382297	-1.0
0.02600091791338799	-1.0
0.025087516641009278	-1.0
0.0240851147956746	-1.0
0.023671523882901058	-1.0
0.023525147815456227	-1.0
0.022997666991967702	-1.0
0.022421944544910866	-1.0
0.021861176597710252	-1.0
0.021715080699162725	-1.0
0.02132032196772421	-1.0
0.021315423274724465	-1.0
0.02112614201115237	-1.0
