participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p04	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-20 12:12:10.365	2014-03-20 12:12:44.825	2014-03-20 12:12:15.887	2014-03-20 12:12:42.625	2014-03-20 12:12:15.887	2014-03-20 12:12:24.327	2014-03-20 12:12:26.261	2014-03-20 12:12:28.133	2014-03-20 12:12:28.133	2014-03-20 12:12:42.625	7	8	26	0	8	23	0.5822	0.0000	0.2718	0.2847	0.2847	0.5297	0.5297	1	0.3333	0	1	0.3333	0	0	0.0000	0
p04	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-20 12:12:46.9	2014-03-20 12:13:08.958	2014-03-20 12:12:49.489	2014-03-20 12:13:06.79	2014-03-20 12:12:49.489	2014-03-20 12:12:52.485	2014-03-20 12:12:53.889	2014-03-20 12:12:55.745	2014-03-20 12:12:55.745	2014-03-20 12:13:06.79	0	11	12	0	9	12	0.0000	0.6893	0.0000	0.2298	0.2298	0.3813	0.3813	2	0.6667	0	2	0.6667	0	0	0.0000	0
p04	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-20 12:13:11.002	2014-03-20 12:13:31.313	2014-03-20 12:13:12.468	2014-03-20 12:13:29.394	2014-03-20 12:13:12.468	2014-03-20 12:13:15.463	2014-03-20 12:13:16.087	2014-03-20 12:13:17.959	2014-03-20 12:13:17.959	2014-03-20 12:13:29.394	5	13	28	29	13	28	0.1073	0.1241	0.1241	0.1185	0.0358	0.2143	0.0647	2	0.6667	0	0	0.0000	0	2	0.6667	1
p04	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-20 12:13:33.372	2014-03-20 12:13:55.618	2014-03-20 12:13:36.57	2014-03-20 12:13:54.089	2014-03-20 12:13:36.57	2014-03-20 12:13:41.516	2014-03-20 12:13:42.639	2014-03-20 12:13:44.511	2014-03-20 12:13:44.511	2014-03-20 12:13:54.089	0	3	13	27	3	4	0.5776	0.7170	0.5118	0.6021	0.2694	1.1855	0.5303	1	0.3333	0	0	0.0000	0	1	0.3333	1
p04	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-20 12:14:11.093	2014-03-20 12:14:44.945	2014-03-20 12:14:30.125	2014-03-20 12:14:44.586	2014-03-20 12:14:30.125	2014-03-20 12:14:32.59	2014-03-20 12:14:33.776	2014-03-20 12:14:35.648	2014-03-20 12:14:35.648	2014-03-20 12:14:44.586	7	8	26	2	8	26	0.3000	0.5921	0.5921	0.4948	0.1000	0.9284	0.1877	2	0.6667	0	0	0.0000	0	2	0.6667	1
p04	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-20 12:14:47.004	2014-03-20 12:15:04.102	2014-03-20 12:14:47.878	2014-03-20 12:15:02.417	2014-03-20 12:14:47.878	2014-03-20 12:14:52.589	2014-03-20 12:14:53.385	2014-03-20 12:14:55.272	2014-03-20 12:14:55.272	2014-03-20 12:15:02.417	0	11	12	0	27	12	0.0000	0.3683	0.0000	0.1228	0.1228	0.2019	0.2019	2	0.6667	0	2	0.6667	0	0	0.0000	0
p04	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-20 12:15:06.161	2014-03-20 12:15:25.427	2014-03-20 12:15:06.801	2014-03-20 12:15:23.306	2014-03-20 12:15:06.801	2014-03-20 12:15:10.919	2014-03-20 12:15:12.089	2014-03-20 12:15:13.961	2014-03-20 12:15:13.961	2014-03-20 12:15:23.306	5	13	28	16	13	28	0.1663	0.0000	0.0000	0.0554	0.0554	0.1005	0.1005	2	0.6667	0	2	0.6667	0	0	0.0000	0
p04	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-20 12:15:27.487	2014-03-20 12:15:48.359	2014-03-20 12:15:28.516	2014-03-20 12:15:46.035	2014-03-20 12:15:28.516	2014-03-20 12:15:34.007	2014-03-20 12:15:35.24	2014-03-20 12:15:37.112	2014-03-20 12:15:37.112	2014-03-20 12:15:46.035	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3772	0.3772	2	0.6667	0	2	0.6667	0	0	0.0000	0
p04	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-20 12:15:56.269	2014-03-20 12:16:17.906	2014-03-20 12:15:57.579	2014-03-20 12:16:14.77	2014-03-20 12:15:57.579	2014-03-20 12:16:01.838	2014-03-20 12:16:02.587	2014-03-20 12:16:04.459	2014-03-20 12:16:04.459	2014-03-20 12:16:14.77	20	22	28	3	21	19	0.1472	0.3077	0.5564	0.3371	0.3371	0.6277	0.6277	0	0.0000	0	0	0.0000	0	0	0.0000	0
p04	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-20 12:16:19.981	2014-03-20 12:16:42.991	2014-03-20 12:16:23.116	2014-03-20 12:16:40.697	2014-03-20 12:16:23.116	2014-03-20 12:16:27.765	2014-03-20 12:16:28.451	2014-03-20 12:16:30.323	2014-03-20 12:16:30.323	2014-03-20 12:16:40.697	9	13	27	9	13	8	0.0000	0.0000	0.7740	0.2580	0.2580	0.5011	0.5011	2	0.6667	0	2	0.6667	0	0	0.0000	0
p04	10	2	on2	2	2	YORDER	0.6	true	M	M	M	M	M	0.6329	0.4711	7.2689	0.0249	1.4952	2014-03-20 12:16:45.05	2014-03-20 12:17:10.571	2014-03-20 12:16:45.955	2014-03-20 12:17:08.294	2014-03-20 12:16:45.955	2014-03-20 12:16:51.773	2014-03-20 12:16:52.522	2014-03-20 12:16:54.394	2014-03-20 12:16:54.394	2014-03-20 12:17:08.294	20	27	28	21	13	28	0.2421	0.3123	0.0000	0.1848	0.1848	0.3596	0.3596	1	0.3333	0	1	0.3333	0	0	0.0000	0
