participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p15	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-25 16:01:35.685	2014-03-25 16:02:06.277	2014-03-25 16:01:43.127	2014-03-25 16:02:06.152	2014-03-25 16:01:43.127	2014-03-25 16:01:48.743	2014-03-25 16:01:54.546	2014-03-25 16:01:56.418	2014-03-25 16:01:56.418	2014-03-25 16:02:06.152	7	8	26	7	13	27	0.0000	0.6166	0.4853	0.3673	0.3673	0.6834	0.6834	1	0.3333	0	1	0.3333	0	0	0.0000	0
p15	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-25 16:02:08.352	2014-03-25 16:02:31.206	2014-03-25 16:02:10.52	2014-03-25 16:02:26.214	2014-03-25 16:02:10.52	2014-03-25 16:02:17.525	2014-03-25 16:02:17.93	2014-03-25 16:02:19.802	2014-03-25 16:02:19.802	2014-03-25 16:02:26.214	0	11	12	0	11	12	0.0000	0.1474	0.1474	0.0983	0.0000	0.1631	0.0000	3	1.0000	1	1	0.3333	0	2	0.6667	1
p15	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-25 16:02:33.265	2014-03-25 16:02:54.949	2014-03-25 16:02:37.305	2014-03-25 16:02:49.567	2014-03-25 16:02:37.305	2014-03-25 16:02:40.8	2014-03-25 16:02:41.751	2014-03-25 16:02:43.623	2014-03-25 16:02:43.623	2014-03-25 16:02:49.567	5	13	28	29	13	28	0.1073	0.0000	0.0000	0.0358	0.0358	0.0647	0.0647	2	0.6667	0	2	0.6667	0	0	0.0000	0
p15	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-25 16:02:57.008	2014-03-25 16:03:10.939	2014-03-25 16:02:57.507	2014-03-25 16:03:08.958	2014-03-25 16:02:57.507	2014-03-25 16:03:00.159	2014-03-25 16:03:01.111	2014-03-25 16:03:02.983	2014-03-25 16:03:02.983	2014-03-25 16:03:08.958	0	3	13	9	3	13	0.4154	0.0000	0.0000	0.1385	0.1385	0.2726	0.2726	2	0.6667	0	2	0.6667	0	0	0.0000	0
p15	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-25 16:03:21.89	2014-03-25 16:03:38.692	2014-03-25 16:03:23.403	2014-03-25 16:03:36.18	2014-03-25 16:03:23.403	2014-03-25 16:03:26.82	2014-03-25 16:03:28.224	2014-03-25 16:03:30.096	2014-03-25 16:03:30.096	2014-03-25 16:03:36.18	7	8	26	7	8	24	0.0000	0.0000	0.4141	0.1380	0.1380	0.2590	0.2590	2	0.6667	0	2	0.6667	0	0	0.0000	0
p15	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-25 16:03:40.751	2014-03-25 16:04:04.135	2014-03-25 16:03:42.623	2014-03-25 16:04:00.797	2014-03-25 16:03:42.623	2014-03-25 16:03:53.168	2014-03-25 16:03:54.245	2014-03-25 16:03:56.117	2014-03-25 16:03:56.117	2014-03-25 16:04:00.797	0	11	12	0	7	12	0.0000	0.1934	0.0000	0.0645	0.0645	0.1061	0.1061	2	0.6667	0	2	0.6667	0	0	0.0000	0
p15	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-25 16:04:06.194	2014-03-25 16:04:20.468	2014-03-25 16:04:06.772	2014-03-25 16:04:19.018	2014-03-25 16:04:06.772	2014-03-25 16:04:10.079	2014-03-25 16:04:10.781	2014-03-25 16:04:12.653	2014-03-25 16:04:12.653	2014-03-25 16:04:19.018	5	13	28	21	13	28	0.3120	0.0000	0.0000	0.1040	0.1040	0.1886	0.1886	2	0.6667	0	2	0.6667	0	0	0.0000	0
p15	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-25 16:04:22.528	2014-03-25 16:04:41.591	2014-03-25 16:04:23.62	2014-03-25 16:04:37.316	2014-03-25 16:04:23.62	2014-03-25 16:04:28.892	2014-03-25 16:04:29.501	2014-03-25 16:04:31.373	2014-03-25 16:04:31.373	2014-03-25 16:04:37.316	0	3	13	28	3	22	0.3428	0.2004	0.5118	0.3516	0.2186	0.6889	0.4282	1	0.3333	0	0	0.0000	0	1	0.3333	1
p15	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-25 16:04:50.436	2014-03-25 16:05:06.629	2014-03-25 16:04:50.92	2014-03-25 16:05:02.854	2014-03-25 16:04:50.92	2014-03-25 16:04:54.976	2014-03-25 16:04:55.615	2014-03-25 16:04:57.487	2014-03-25 16:04:57.487	2014-03-25 16:05:02.854	20	22	28	20	21	6	0.0000	0.3077	0.3371	0.2149	0.2149	0.4002	0.4002	1	0.3333	0	1	0.3333	0	0	0.0000	0
p15	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-25 16:05:08.672	2014-03-25 16:05:28.719	2014-03-25 16:05:09.296	2014-03-25 16:05:25.474	2014-03-25 16:05:09.296	2014-03-25 16:05:16.02	2014-03-25 16:05:16.316	2014-03-25 16:05:18.188	2014-03-25 16:05:18.188	2014-03-25 16:05:25.474	9	13	27	9	2	27	0.0000	0.4956	0.0000	0.1652	0.1652	0.3209	0.3209	2	0.6667	0	2	0.6667	0	0	0.0000	0
