participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p20	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-26 15:54:19.577	2014-03-26 15:54:51.681	2014-03-26 15:54:24.943	2014-03-26 15:54:51.479	2014-03-26 15:54:24.943	2014-03-26 15:54:31.511	2014-03-26 15:54:32.712	2014-03-26 15:54:34.584	2014-03-26 15:54:34.584	2014-03-26 15:54:51.479	7	8	26	13	8	24	0.3010	0.6166	0.4141	0.4439	0.2629	0.8259	0.4892	1	0.3333	0	0	0.0000	0	1	0.3333	1
p20	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-26 15:54:53.741	2014-03-26 15:55:27.172	2014-03-26 15:54:57.297	2014-03-26 15:55:27.0	2014-03-26 15:54:57.297	2014-03-26 15:55:06.096	2014-03-26 15:55:06.33	2014-03-26 15:55:08.202	2014-03-26 15:55:08.202	2014-03-26 15:55:27.0	0	11	12	22	21	12	0.4509	0.6115	0.0000	0.3541	0.3004	0.5877	0.4985	1	0.3333	0	1	0.3333	0	0	0.0000	0
p20	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-26 15:55:29.231	2014-03-26 15:55:49.62	2014-03-26 15:55:31.618	2014-03-26 15:55:49.464	2014-03-26 15:55:31.618	2014-03-26 15:55:37.327	2014-03-26 15:55:37.546	2014-03-26 15:55:39.418	2014-03-26 15:55:39.418	2014-03-26 15:55:49.464	5	13	28	29	7	28	0.1073	0.2148	0.0000	0.1074	0.1074	0.1942	0.1942	1	0.3333	0	1	0.3333	0	0	0.0000	0
p20	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-26 15:55:51.679	2014-03-26 15:56:13.129	2014-03-26 15:55:52.927	2014-03-26 15:56:12.958	2014-03-26 15:55:52.927	2014-03-26 15:56:01.024	2014-03-26 15:56:02.428	2014-03-26 15:56:04.3	2014-03-26 15:56:04.3	2014-03-26 15:56:12.958	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3791	0.3791	2	0.6667	0	2	0.6667	0	0	0.0000	0
p20	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-26 15:56:28.495	2014-03-26 15:56:58.26	2014-03-26 15:56:29.369	2014-03-26 15:56:56.622	2014-03-26 15:56:29.369	2014-03-26 15:56:38.308	2014-03-26 15:56:38.729	2014-03-26 15:56:40.601	2014-03-26 15:56:40.601	2014-03-26 15:56:56.622	7	8	26	7	8	24	0.0000	0.0000	0.4141	0.1380	0.1380	0.2590	0.2590	2	0.6667	0	2	0.6667	0	0	0.0000	0
p20	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-26 15:57:00.304	2014-03-26 15:57:20.506	2014-03-26 15:57:01.177	2014-03-26 15:57:19.429	2014-03-26 15:57:01.177	2014-03-26 15:57:06.731	2014-03-26 15:57:07.09	2014-03-26 15:57:08.962	2014-03-26 15:57:08.962	2014-03-26 15:57:19.429	0	11	12	4	18	10	0.4377	0.4537	0.2977	0.3964	0.3268	0.6520	0.5376	0	0.0000	0	0	0.0000	0	0	0.0000	0
p20	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-26 15:57:22.565	2014-03-26 15:57:58.227	2014-03-26 15:57:24.967	2014-03-26 15:57:56.994	2014-03-26 15:57:24.967	2014-03-26 15:57:46.807	2014-03-26 15:57:47.244	2014-03-26 15:57:49.116	2014-03-26 15:57:49.116	2014-03-26 15:57:56.994	5	13	28	21	13	28	0.3120	0.0000	0.0000	0.1040	0.1040	0.1886	0.1886	2	0.6667	0	2	0.6667	0	0	0.0000	0
p20	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-26 15:58:00.27	2014-03-26 15:58:15.293	2014-03-26 15:58:00.847	2014-03-26 15:58:15.137	2014-03-26 15:58:00.847	2014-03-26 15:58:05.449	2014-03-26 15:58:05.839	2014-03-26 15:58:07.711	2014-03-26 15:58:07.711	2014-03-26 15:58:15.137	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3772	0.3772	2	0.6667	0	2	0.6667	0	0	0.0000	0
p20	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-26 15:58:32.219	2014-03-26 15:58:50.362	2014-03-26 15:58:32.937	2014-03-26 15:58:48.833	2014-03-26 15:58:32.937	2014-03-26 15:58:38.256	2014-03-26 15:58:38.677	2014-03-26 15:58:40.549	2014-03-26 15:58:40.549	2014-03-26 15:58:48.833	20	22	28	20	14	23	0.0000	0.7012	0.4325	0.3779	0.2787	0.7037	0.5190	1	0.3333	0	1	0.3333	0	0	0.0000	0
p20	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-26 15:58:52.406	2014-03-26 15:59:08.567	2014-03-26 15:58:53.357	2014-03-26 15:59:08.364	2014-03-26 15:58:53.357	2014-03-26 15:58:58.568	2014-03-26 15:58:58.911	2014-03-26 15:59:00.783	2014-03-26 15:59:00.783	2014-03-26 15:59:08.364	9	13	27	19	10	27	0.7597	0.7157	0.0000	0.4918	0.2612	0.9553	0.5074	1	0.3333	0	1	0.3333	0	0	0.0000	0
p20	10	2	on2	2	2	YORDER	0.6	true	M	M	M	M	M	0.6329	0.4711	7.2689	0.0249	1.4952	2014-03-26 15:59:10.611	2014-03-26 15:59:26.507	2014-03-26 15:59:11.406	2014-03-26 15:59:26.289	2014-03-26 15:59:11.406	2014-03-26 15:59:16.523	2014-03-26 15:59:16.851	2014-03-26 15:59:18.723	2014-03-26 15:59:18.723	2014-03-26 15:59:26.289	20	27	28	4	24	28	0.3206	0.3473	0.0000	0.2226	0.2760	0.4333	0.5372	1	0.3333	0	1	0.3333	0	0	0.0000	0
p20	11	2	on2	3	3	YORDER	0.6	true	E	E	M	M	M	0.5973	0.4256	4.8502	0.0211	1.2657	2014-03-26 15:59:28.566	2014-03-26 15:59:50.609	2014-03-26 15:59:30.064	2014-03-26 15:59:50.594	2014-03-26 15:59:30.064	2014-03-26 15:59:35.477	2014-03-26 15:59:35.758	2014-03-26 15:59:37.63	2014-03-26 15:59:37.63	2014-03-26 15:59:50.594	6	7	21	22	7	21	0.6024	0.0000	0.0000	0.2008	0.2008	0.3880	0.3880	2	0.6667	0	2	0.6667	0	0	0.0000	0
p20	12	3	on3	0	0	MINCROWDING	0.2	true	E	M	M	M	M	0.5809	0.5521	5.2637	0.0224	1.3444	2014-03-26 16:00:02.091	2014-03-26 16:00:23.712	2014-03-26 16:00:06.24	2014-03-26 16:00:21.731	2014-03-26 16:00:06.24	2014-03-26 16:00:10.671	2014-03-26 16:00:11.014	2014-03-26 16:00:12.886	2014-03-26 16:00:12.886	2014-03-26 16:00:21.731	5	12	23	17	12	22	0.5990	0.7159	0.4580	0.5909	0.2062	1.1638	0.4061	1	0.3333	0	0	0.0000	0	1	0.3333	1
p20	13	3	on3	1	1	MINCROWDING	0.2	true	E	M	M	M	M	0.6215	0.4980	7.1775	0.0253	1.5193	2014-03-26 16:00:28.486	2014-03-26 16:00:47.971	2014-03-26 16:00:30.03	2014-03-26 16:00:46.239	2014-03-26 16:00:30.03	2014-03-26 16:00:35.943	2014-03-26 16:00:36.489	2014-03-26 16:00:38.361	2014-03-26 16:00:38.361	2014-03-26 16:00:46.239	3	7	21	26	7	21	1.0487	0.7674	0.8189	0.8783	0.1499	1.4487	0.2472	2	0.6667	0	0	0.0000	0	2	0.6667	1
p20	14	3	on3	2	2	MINCROWDING	0.2	true	E	E	E	M	M	0.5397	0.4261	2.3951	0.0142	0.8527	2014-03-26 16:00:52.744	2014-03-26 16:01:11.745	2014-03-26 16:00:54.195	2014-03-26 16:01:10.091	2014-03-26 16:00:54.195	2014-03-26 16:00:59.827	2014-03-26 16:01:00.154	2014-03-26 16:01:02.026	2014-03-26 16:01:02.026	2014-03-26 16:01:10.091	8	9	26	8	9	26	0.0000	0.0834	0.0834	0.0556	0.0000	0.0867	0.0000	3	1.0000	1	1	0.3333	0	2	0.6667	1
p20	15	3	on3	3	3	MINCROWDING	0.2	true	E	M	M	H	H	0.5810	0.5337	6.3245	0.0292	1.7509	2014-03-26 16:01:16.519	2014-03-26 16:01:36.268	2014-03-26 16:01:17.626	2014-03-26 16:01:34.88	2014-03-26 16:01:17.626	2014-03-26 16:01:23.632	2014-03-26 16:01:25.551	2014-03-26 16:01:27.423	2014-03-26 16:01:27.423	2014-03-26 16:01:34.88	4	5	28	9	5	14	0.3099	0.0000	0.7261	0.3453	0.2139	0.6886	0.4265	1	0.3333	0	1	0.3333	0	0	0.0000	0
p20	16	4	on4	0	0	MINCROWDING	0.6	true	E	E	M	M	M	0.5598	0.4665	7.4230	0.0216	1.2975	2014-03-26 16:01:46.502	2014-03-26 16:02:07.858	2014-03-26 16:01:47.687	2014-03-26 16:02:06.766	2014-03-26 16:01:47.687	2014-03-26 16:01:54.442	2014-03-26 16:01:54.785	2014-03-26 16:01:56.657	2014-03-26 16:01:56.657	2014-03-26 16:02:06.766	7	10	12	29	19	12	0.4879	0.2902	0.0000	0.2594	0.2594	0.5220	0.5220	1	0.3333	0	1	0.3333	0	0	0.0000	0
p20	17	4	on4	1	1	MINCROWDING	0.6	true	E	M	M	M	M	0.6207	0.4797	6.2087	0.0123	0.7367	2014-03-26 16:02:13.381	2014-03-26 16:02:35.642	2014-03-26 16:02:14.785	2014-03-26 16:02:34.019	2014-03-26 16:02:14.785	2014-03-26 16:02:20.915	2014-03-26 16:02:21.633	2014-03-26 16:02:23.505	2014-03-26 16:02:23.505	2014-03-26 16:02:34.019	1	4	18	23	12	18	0.4812	0.6341	0.0000	0.3718	0.4435	0.6242	0.7446	1	0.3333	0	1	0.3333	0	0	0.0000	0
