participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p08	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-21 14:03:11.349	2014-03-21 14:03:31.848	2014-03-21 14:03:13.05	2014-03-21 14:03:29.555	2014-03-21 14:03:13.05	2014-03-21 14:03:16.139	2014-03-21 14:03:18.915	2014-03-21 14:03:20.787	2014-03-21 14:03:20.787	2014-03-21 14:03:29.555	7	8	26	7	5	0	0.1469	0.7990	0.7615	0.5691	0.3555	1.0589	0.6614	1	0.3333	0	0	0.0000	0	1	0.3333	1
p08	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-21 14:03:33.907	2014-03-21 14:03:47.339	2014-03-21 14:03:35.498	2014-03-21 14:03:46.325	2014-03-21 14:03:35.498	2014-03-21 14:03:39.133	2014-03-21 14:03:39.819	2014-03-21 14:03:41.691	2014-03-21 14:03:41.691	2014-03-21 14:03:46.325	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p08	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-21 14:03:49.398	2014-03-21 14:04:02.658	2014-03-21 14:03:49.991	2014-03-21 14:04:01.347	2014-03-21 14:03:49.991	2014-03-21 14:03:53.064	2014-03-21 14:03:54.359	2014-03-21 14:03:56.231	2014-03-21 14:03:56.231	2014-03-21 14:04:01.347	5	13	28	29	13	28	0.1073	0.0000	0.0000	0.0358	0.0358	0.0647	0.0647	2	0.6667	0	2	0.6667	0	0	0.0000	0
p08	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-21 14:04:04.717	2014-03-21 14:04:17.774	2014-03-21 14:04:05.638	2014-03-21 14:04:16.339	2014-03-21 14:04:05.638	2014-03-21 14:04:08.602	2014-03-21 14:04:09.288	2014-03-21 14:04:11.176	2014-03-21 14:04:11.176	2014-03-21 14:04:16.339	0	3	13	29	3	13	0.1326	0.0000	0.0000	0.0442	0.0442	0.0870	0.0870	2	0.6667	0	2	0.6667	0	0	0.0000	0
p08	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-21 14:04:32.345	2014-03-21 14:04:48.709	2014-03-21 14:04:35.387	2014-03-21 14:04:46.4	2014-03-21 14:04:35.387	2014-03-21 14:04:38.897	2014-03-21 14:04:39.692	2014-03-21 14:04:41.564	2014-03-21 14:04:41.564	2014-03-21 14:04:46.4	7	8	26	5	8	15	0.1469	0.0000	0.2751	0.1407	0.1407	0.2640	0.2640	1	0.3333	0	1	0.3333	0	0	0.0000	0
p08	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-21 14:04:50.768	2014-03-21 14:05:02.375	2014-03-21 14:04:51.439	2014-03-21 14:05:01.579	2014-03-21 14:04:51.439	2014-03-21 14:04:53.842	2014-03-21 14:04:55.636	2014-03-21 14:04:57.508	2014-03-21 14:04:57.508	2014-03-21 14:05:01.579	0	11	12	0	11	12	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p08	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-21 14:05:04.434	2014-03-21 14:05:17.819	2014-03-21 14:05:04.855	2014-03-21 14:05:16.54	2014-03-21 14:05:04.855	2014-03-21 14:05:09.192	2014-03-21 14:05:09.707	2014-03-21 14:05:11.579	2014-03-21 14:05:11.579	2014-03-21 14:05:16.54	5	13	28	29	13	28	0.1073	0.0000	0.0000	0.0358	0.0358	0.0649	0.0649	2	0.6667	0	2	0.6667	0	0	0.0000	0
p08	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-21 14:05:19.878	2014-03-21 14:05:33.091	2014-03-21 14:05:20.455	2014-03-21 14:05:31.016	2014-03-21 14:05:20.455	2014-03-21 14:05:22.0	2014-03-21 14:05:22.904	2014-03-21 14:05:24.776	2014-03-21 14:05:24.776	2014-03-21 14:05:31.016	0	3	13	18	3	13	0.2705	0.0000	0.0000	0.0902	0.0902	0.1766	0.1766	2	0.6667	0	2	0.6667	0	0	0.0000	0
p08	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-21 14:05:42.748	2014-03-21 14:05:56.398	2014-03-21 14:05:43.45	2014-03-21 14:05:54.541	2014-03-21 14:05:43.45	2014-03-21 14:05:45.524	2014-03-21 14:05:46.445	2014-03-21 14:05:48.317	2014-03-21 14:05:48.317	2014-03-21 14:05:54.541	20	22	28	20	21	11	0.0000	0.3077	1.0836	0.4638	0.4638	0.8636	0.8636	1	0.3333	0	1	0.3333	0	0	0.0000	0
p08	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-21 14:05:58.457	2014-03-21 14:06:09.517	2014-03-21 14:05:59.783	2014-03-21 14:06:08.691	2014-03-21 14:05:59.783	2014-03-21 14:06:01.905	2014-03-21 14:06:02.825	2014-03-21 14:06:04.697	2014-03-21 14:06:04.697	2014-03-21 14:06:08.691	9	13	27	9	13	27	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
