absolute_gain	relative_gain
0.20174500439113247	-1.0
0.18826065433591305	-1.0
0.1697270742398692	-1.0
0.1687270876139788	-1.0
0.16086283990776562	-1.0
0.15974065610840466	-1.0
0.1487689555176836	-1.0
0.1469337010339774	-1.0
0.1466341965140192	-1.0
0.14322524407889875	-1.0
0.1427531827850822	-1.0
0.13924799012892414	-1.0
0.1368844729596539	-1.0
0.13570929742599058	-1.0
0.13299126478174872	-1.0
0.13204850396488932	-1.0
0.1317158372304647	-1.0
0.13074934519264686	-1.0
0.12528072132381612	-1.0
0.12456116733601652	-1.0
0.12432669609643454	-1.0
0.12426066938629537	-1.0
0.12047311605985211	-1.0
0.12032149421369426	-1.0
0.11865588570445773	-1.0
0.11827646610909659	-1.0
0.11817122173585815	-1.0
0.11790970925385758	-1.0
0.11675929938292984	-1.0
0.116751748932171	-1.0
0.11666242579217673	-1.0
0.11460213678756892	-1.0
0.11443930344292008	-1.0
0.1138752139598016	-1.0
0.11340676484711032	-1.0
0.10975229948188786	-1.0
0.10951197970625948	-1.0
0.10932551186075623	-1.0
0.10918822284507723	-1.0
0.10907528544543188	-1.0
0.108985177888003	-1.0
0.10871314738312476	-1.0
0.10793877267277363	-1.0
0.10765883682017768	-1.0
0.10753906061459279	-1.0
0.10727453646727891	-1.0
0.10630027178930157	-1.0
0.10624544481020987	-1.0
0.10607594974674173	-1.0
0.10542461015138255	-1.0
0.10403171438212261	-1.0
0.10360529147249814	-1.0
0.10336008930911511	-1.0
0.10330798460387014	-1.0
0.10254449261454646	-1.0
0.10183495057948783	-1.0
0.10175086429586899	-1.0
0.10071898178793609	-1.0
0.09942089836979023	-1.0
0.09754650265440362	-1.0
0.09741485329567567	-1.0
0.09681017526394375	-1.0
0.09663934312377076	-1.0
0.09633217297552032	-1.0
0.09633093195402753	-1.0
0.09612634164190781	-1.0
0.09573047243743127	-1.0
0.09547816468186465	-1.0
0.0954762475966276	-1.0
0.09544050356615513	-1.0
0.09508367227802761	-1.0
0.09450674184723185	-1.0
0.09270489454501041	-1.0
0.09234871854604909	-1.0
0.09224072313052245	-1.0
0.09191507343768907	-1.0
0.09109208348272507	-1.0
0.09085239469533557	-1.0
0.09050839182344605	-1.0
0.09038804691421631	-1.0
0.08998936020511894	-1.0
0.08931024776031748	-1.0
0.08785129925986107	-1.0
0.08678478554382829	-1.0
0.08626992268067585	-1.0
0.08615516699851544	-1.0
0.08615350474161354	-1.0
0.08586949109795539	-1.0
0.08550196286395939	-1.0
0.08475165630528503	-1.0
0.08474108100033007	-1.0
0.08413590600490256	-1.0
0.08399642903713117	-1.0
0.08349012691164837	-1.0
0.0831018861306414	-1.0
0.0829453193074971	-1.0
0.0823667521142607	-1.0
0.0811042480046118	-1.0
0.08006615872395051	-1.0
0.07983407421813765	-1.0
0.07980749454374292	-1.0
0.07960781133499262	-1.0
0.07859237826844712	-1.0
0.07793311934251151	-1.0
0.07786632846734354	-1.0
0.07781080868078205	-1.0
0.07668157723329938	-1.0
0.07641270859350013	-1.0
0.07622274245104005	-1.0
0.07618901282650392	-1.0
0.07597870031159815	-1.0
0.07586853573780855	-1.0
0.07551469313695747	-1.0
0.07518763056304945	-1.0
0.07467459305419288	-1.0
0.0745156337565267	-1.0
0.07414444356078564	-1.0
0.07309998221415137	-1.0
0.07258597192868432	-1.0
0.07137240453476557	-1.0
0.07130208078802591	-1.0
0.07099767544105157	-1.0
0.06905433576156794	-1.0
0.06805433194177102	-1.0
0.06776877669894271	-1.0
0.06774603628058251	-1.0
0.0672815985347417	-1.0
0.06725227683510648	-1.0
0.06686379910505258	-1.0
0.06675549750189236	-1.0
0.06671456170506923	-1.0
0.06659200518074748	-1.0
0.06639917064315837	-1.0
0.06614204689350567	-1.0
0.06609290998403894	-1.0
0.06602889578617382	-1.0
0.0655763027933316	-1.0
0.06455912860275026	-1.0
0.06438738618000106	-1.0
0.06409410790460812	-1.0
0.0640828250835368	-1.0
0.06323248153378563	-1.0
0.06263647498778008	-1.0
0.06261033907474262	-1.0
0.06259648557934638	-1.0
0.06195925572019445	-1.0
0.061724852274509745	-1.0
0.061542684022918626	-1.0
0.061526696763228805	-1.0
0.060920258738580646	-1.0
0.060213423968006885	-1.0
0.05767953100231821	-1.0
0.05749329151221355	-1.0
0.05636163432150143	-1.0
0.05625693905205925	-1.0
0.05618714016686743	-1.0
0.05612707311292209	-1.0
0.05612125691603265	-1.0
0.05599935158857838	-1.0
0.05579874098578741	-1.0
0.05469510811064121	-1.0
0.05456969245616561	-1.0
0.053937100073875865	-1.0
0.053500613742939795	-1.0
0.0533612968808746	-1.0
0.053197740109384495	-1.0
0.05275223256709727	-1.0
0.05250857297485534	-1.0
0.05241718020669606	-1.0
0.05229487259809784	-1.0
0.052094535723122615	-1.0
0.051573859294547275	-1.0
0.05117468270346637	-1.0
0.05049963514047129	-1.0
0.050362670131052445	-1.0
0.04987444586739992	-1.0
0.049256793467887694	-1.0
0.048922641452406435	-1.0
0.048560151562567544	-1.0
0.04842872716367519	-1.0
0.0482512348413352	-1.0
0.04758243121657796	-1.0
0.04751220584677629	-1.0
0.04743879497939463	-1.0
0.04721411908643547	-1.0
0.04663645347492046	-1.0
0.046145332231786074	-1.0
0.04602220573432281	-1.0
0.046011544450729525	-1.0
0.04595264652207742	-1.0
0.04583029501174102	-1.0
0.04525954202794391	-1.0
0.0449390689008754	-1.0
0.04449228538690664	-1.0
0.04421801415277393	-1.0
0.04412751104508078	-1.0
0.04390681591591472	-1.0
0.04374339570602287	-1.0
0.04339757691213608	-1.0
0.04311369193490322	-1.0
0.042712615742555915	-1.0
0.04226843548239573	-1.0
0.04219439755344612	-1.0
0.042165110189085975	-1.0
0.04215502531883486	-1.0
0.041747483413608455	-1.0
0.041087797490746536	-1.0
0.04096274639275882	-1.0
0.04096033723109105	-1.0
0.040910883943108156	-1.0
0.040863484836465735	-1.0
0.040612598565594404	-1.0
