participant	trial_id	bloc	bloc_name	trial_id_withinbloc	trial_file_id	order	dwell	practice	diff_global	diff_crowding	diff_innercrowding	diff_deformation	diff_deformation_sum	global	crowding	innercrowding	deformation	deformation_sum	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	error_asifA	normalized_error	normalized_error_asifA	common_targets	common_targets_percent	all_common_targets	correct_targets	correct_targets_percent	all_correct_targets	targets_switch	targets_switch_percent	any_targets_switch
p12	0	0	off	0	0	INIT	0.0	true	H	H	M	M	M	0.7570	0.7177	6.9640	0.0244	1.4622	2014-03-24 15:09:06.075	2014-03-24 15:09:37.587	2014-03-24 15:09:16.418	2014-03-24 15:09:33.126	2014-03-24 15:09:16.418	2014-03-24 15:09:18.54	2014-03-24 15:09:20.303	2014-03-24 15:09:22.175	2014-03-24 15:09:22.175	2014-03-24 15:09:33.126	7	8	26	10	19	26	0.9038	0.5921	0.7548	0.7502	0.4704	1.3959	0.8752	1	0.3333	0	0	0.0000	0	1	0.3333	1
p12	1	0	off	1	1	INIT	0.0	true	M	H	E	M	M	0.7342	0.6234	3.4518	0.0169	1.0115	2014-03-24 15:09:39.647	2014-03-24 15:09:56.323	2014-03-24 15:09:41.316	2014-03-24 15:09:56.229	2014-03-24 15:09:41.316	2014-03-24 15:09:42.845	2014-03-24 15:09:45.013	2014-03-24 15:09:46.901	2014-03-24 15:09:46.901	2014-03-24 15:09:56.229	0	11	12	29	11	12	0.8280	0.0000	0.0000	0.2760	0.2760	0.4580	0.4580	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	2	0	off	2	2	INIT	0.0	true	H	H	M	M	M	0.7764	0.6506	6.3965	0.0113	0.6799	2014-03-24 15:09:58.367	2014-03-24 15:10:23.67	2014-03-24 15:10:06.369	2014-03-24 15:10:19.754	2014-03-24 15:10:06.369	2014-03-24 15:10:08.522	2014-03-24 15:10:09.271	2014-03-24 15:10:11.143	2014-03-24 15:10:11.143	2014-03-24 15:10:19.754	5	13	28	22	13	28	0.9465	0.6132	0.1241	0.5613	0.1380	1.0152	0.2497	2	0.6667	0	0	0.0000	0	2	0.6667	1
p12	3	0	off	3	3	INIT	0.0	true	H	H	M	M	M	0.7784	0.7074	8.3853	0.0160	0.9620	2014-03-24 15:10:25.729	2014-03-24 15:10:47.554	2014-03-24 15:10:26.727	2014-03-24 15:10:45.65	2014-03-24 15:10:26.727	2014-03-24 15:10:34.621	2014-03-24 15:10:35.354	2014-03-24 15:10:37.226	2014-03-24 15:10:37.226	2014-03-24 15:10:45.65	0	3	13	27	3	19	0.5776	0.0000	0.0950	0.2242	0.2242	0.4414	0.4414	1	0.3333	0	1	0.3333	0	0	0.0000	0
p12	4	1	on1	0	0	YORDER	0.2	true	M	M	M	M	M	0.6441	0.6037	6.7516	0.0232	1.3904	2014-03-24 15:11:03.419	2014-03-24 15:11:26.912	2014-03-24 15:11:07.99	2014-03-24 15:11:23.2	2014-03-24 15:11:07.99	2014-03-24 15:11:12.514	2014-03-24 15:11:13.637	2014-03-24 15:11:15.509	2014-03-24 15:11:15.509	2014-03-24 15:11:23.2	7	8	26	2	8	20	0.3000	0.0000	0.1067	0.1356	0.1356	0.2544	0.2544	1	0.3333	0	1	0.3333	0	0	0.0000	0
p12	5	1	on1	1	1	YORDER	0.2	true	M	M	E	M	M	0.7000	0.5211	3.2820	0.0160	0.9627	2014-03-24 15:11:28.972	2014-03-24 15:11:51.716	2014-03-24 15:11:29.908	2014-03-24 15:11:49.298	2014-03-24 15:11:29.908	2014-03-24 15:11:36.99	2014-03-24 15:11:37.801	2014-03-24 15:11:39.673	2014-03-24 15:11:39.673	2014-03-24 15:11:49.298	0	11	12	4	16	12	0.4688	0.1932	0.0000	0.2207	0.2558	0.3630	0.4208	1	0.3333	0	1	0.3333	0	0	0.0000	0
p12	6	1	on1	2	2	YORDER	0.2	true	M	M	M	E	E	0.6970	0.5526	6.0365	0.0100	0.6010	2014-03-24 15:11:53.791	2014-03-24 15:12:09.625	2014-03-24 15:11:54.852	2014-03-24 15:12:08.018	2014-03-24 15:11:54.852	2014-03-24 15:11:58.175	2014-03-24 15:11:58.892	2014-03-24 15:12:00.764	2014-03-24 15:12:00.764	2014-03-24 15:12:08.018	5	13	28	19	13	28	0.5598	0.0000	0.0000	0.1866	0.1866	0.3384	0.3384	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	7	1	on1	3	3	YORDER	0.2	true	M	H	M	M	M	0.6515	0.6111	8.0479	0.0154	0.9263	2014-03-24 15:12:11.684	2014-03-24 15:12:27.409	2014-03-24 15:12:12.386	2014-03-24 15:12:26.099	2014-03-24 15:12:12.386	2014-03-24 15:12:16.037	2014-03-24 15:12:16.723	2014-03-24 15:12:18.611	2014-03-24 15:12:18.611	2014-03-24 15:12:26.099	0	3	13	27	3	13	0.5776	0.0000	0.0000	0.1925	0.1925	0.3772	0.3772	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	8	2	on2	0	0	YORDER	0.6	true	M	M	M	M	M	0.6797	0.4913	4.5999	0.0190	1.1376	2014-03-24 15:12:35.163	2014-03-24 15:12:58.344	2014-03-24 15:12:36.582	2014-03-24 15:12:54.772	2014-03-24 15:12:36.582	2014-03-24 15:12:41.403	2014-03-24 15:12:42.354	2014-03-24 15:12:44.226	2014-03-24 15:12:44.226	2014-03-24 15:12:54.772	20	22	28	24	21	18	0.5162	0.8898	0.8020	0.7360	0.3173	1.3704	0.5908	0	0.0000	0	0	0.0000	0	0	0.0000	0
p12	9	2	on2	1	1	YORDER	0.6	true	M	M	M	H	H	0.6835	0.5072	4.8063	0.0331	1.9875	2014-03-24 15:13:00.388	2014-03-24 15:13:17.361	2014-03-24 15:13:01.355	2014-03-24 15:13:15.333	2014-03-24 15:13:01.355	2014-03-24 15:13:05.255	2014-03-24 15:13:06.409	2014-03-24 15:13:08.281	2014-03-24 15:13:08.281	2014-03-24 15:13:15.333	9	13	27	21	13	27	0.8509	0.0000	0.0000	0.2836	0.2836	0.5509	0.5509	2	0.6667	0	2	0.6667	0	0	0.0000	0
