id	x0	y0	x1	y1	target
0	0.19559829885724	0.98245452760162	0.4952701323591717	0.5822086129371596	0
1	0.3155791595735449	0.9221303338028851	0.49506338895898816	0.4554554883248868	2
2	0.05772637907442427	0.9428297650303512	0.541211669891567	0.8153857633532893	0
3	0.9663514101534957	0.25402605570578607	0.8341220132133748	0.7362245486367076	0
4	0.7810338747293163	0.21865491575275922	0.9572286398931579	0.6865816244677659	0
5	0.5551752452498074	0.31905102171808547	0.06363186383493988	0.22748080719808986	0
6	0.5140711229324446	0.8389613293326179	0.015269621513628984	0.8043627429115618	0
7	0.9426918257832734	0.9690232662837535	0.8190945120502454	0.4845403418808604	0
8	0.9045462836124742	0.5461793497280265	0.9554690596412236	0.04877923826691527	0
9	0.8978646300778025	0.08351882297984385	0.39816559092623593	0.10086443542222052	0
10	0.15051754546973062	0.7866373862253594	0.5783687056521768	0.5279031891610076	0
11	0.4598042010297685	0.5446968662099696	0.013370119411914877	0.31953778740117805	1
12	0.25904367527981464	0.8396306465042097	0.7587272331191923	0.8218446400670879	0
13	0.5231341999462212	0.01339676481962011	0.023236101822313615	0.0033026332522182907	0
14	0.4361152820968843	0.7705832204874765	0.9360872306600625	0.7758795069165374	0
15	0.5010580675888783	0.12587005686760877	0.7374858089706913	0.5664400548305824	0
16	0.5413318822029045	0.5250247573134909	0.056044720354378574	0.4046238829603425	0
17	0.9991137704508773	0.4026879197312323	0.9950003721232442	0.9026709993991329	0
18	0.16845656284691907	0.03833507404657221	0.6683489904403419	0.027963920072469287	0
19	0.4283175704244817	0.2839300123351743	0.020993749407764994	0.5739081232889871	0
20	0.5724117662843143	0.9650171544880822	0.07355425646833524	0.931235726155338	0
21	0.7317235869458839	0.8988121079726937	0.2825557106436477	0.6791573358912771	0
22	0.07930301320303754	0.6101497500093243	0.09308247256382365	0.11033965957524305	3
23	0.9603470347908765	0.6493558406191409	0.8071463421501215	0.17340463747496046	0
24	0.3618580498993551	0.16918245610205424	0.8161387652288734	0.3780580929764901	0
25	0.6591729895242494	0.5840092458569361	0.5599216006614708	0.0939590833135395	0
26	0.8285006714069069	0.9998555724248124	0.34289294450483887	0.8807542056274216	0
27	0.2526554045390091	0.5533781654779861	0.24158700634559666	0.05350068992879509	0
28	0.7939712262463189	0.51678491442505	0.7493285777137121	0.018781868317906125	0
29	0.10493735744580178	0.712882678597762	0.2382357894943513	0.23097861344226006	0
